Visit_ID,Lead_ID,Visit_Date,Sales_Executive_ID,Visit_Rating,Family_Attended,Sample_Flat,Visit_Duration,Booking_Probability
VISIT05377,LEAD09017,2026-12-26,EXEC18,3,No,3BHK,95,0.48
VISIT05378,LEAD09018,2024-09-27,EXEC05,4,No,3BHK,122,0.29
VISIT05379,LEAD09019,2025-05-31,EXEC03,4,Yes,4BHK,120,0.84
VISIT05380,LEAD09021,2026-09-08,EXEC27,4,No,4BHK,110,0.39
VISIT05381,LEAD09022,2024-02-28,EXEC04,3,No,5BHK,109,0.39
VISIT05382,LEAD09022,2024-03-17,EXEC04,4,No,3BHK,124,0.39
VISIT05383,LEAD09026,2025-04-19,EXEC26,4,No,3BHK,94,0.46
VISIT05384,LEAD09029,2026-10-12,EXEC02,3,Yes,5BHK,118,0.42
VISIT05385,LEAD09031,2026-07-29,EXEC20,5,Yes,3BHK,106,0.6
VISIT05386,LEAD09035,2024-03-11,EXEC03,3,No,5BHK,140,0.22
VISIT05387,LEAD09038,2026-03-25,EXEC12,4,No,3BHK,96,0.45
VISIT05388,LEAD09038,2026-04-24,EXEC12,4,Yes,3BHK,107,0.58
VISIT05389,LEAD09042,2025-12-02,EXEC07,4,No,3BHK,123,0.79
VISIT05390,LEAD09043,2026-03-01,EXEC12,4,Yes,4BHK,83,0.44
VISIT05391,LEAD09046,2024-07-07,EXEC20,3,Yes,4BHK,143,0.32
VISIT05392,LEAD09047,2026-12-31,EXEC12,4,No,3BHK,94,0.47
VISIT05393,LEAD09048,2025-10-26,EXEC23,4,Yes,3BHK,104,0.67
VISIT05394,LEAD09048,2025-11-05,EXEC23,3,No,4BHK,113,0.53
VISIT05395,LEAD09048,2026-01-15,EXEC23,4,No,5BHK,101,0.74
VISIT05396,LEAD09049,2026-11-03,EXEC20,3,Yes,3BHK,123,0.31
VISIT05397,LEAD09050,2026-10-11,EXEC26,5,No,4BHK,108,0.94
VISIT05398,LEAD09050,2026-10-29,EXEC26,4,No,4BHK,131,0.83
VISIT05399,LEAD09050,2026-12-31,EXEC26,5,Yes,4BHK,127,0.97
VISIT05400,LEAD09051,2026-03-09,EXEC27,3,Yes,5BHK,108,0.36
VISIT05401,LEAD09054,2026-01-22,EXEC22,5,No,3BHK,92,0.58
VISIT05402,LEAD09061,2024-05-01,EXEC15,5,Yes,5BHK,103,0.89
VISIT05403,LEAD09061,2024-06-04,EXEC15,4,No,3BHK,119,0.85
VISIT05404,LEAD09061,2024-06-12,EXEC15,5,Yes,3BHK,126,0.97
VISIT05405,LEAD09062,2026-08-06,EXEC30,4,No,3BHK,124,0.43
VISIT05406,LEAD09063,2024-08-26,EXEC07,4,Yes,3BHK,124,0.76
VISIT05407,LEAD09063,2024-09-23,EXEC07,5,Yes,4BHK,105,0.97
VISIT05408,LEAD09063,2024-11-28,EXEC07,5,No,3BHK,79,0.97
VISIT05409,LEAD09065,2026-09-23,EXEC27,3,Yes,3BHK,81,0.42
VISIT05410,LEAD09067,2024-04-12,EXEC15,3,Yes,3BHK,86,0.78
VISIT05411,LEAD09067,2024-05-02,EXEC15,4,No,3BHK,95,0.81
VISIT05412,LEAD09067,2024-08-07,EXEC15,4,Yes,4BHK,91,0.97
VISIT05413,LEAD09068,2024-11-14,EXEC16,4,Yes,4BHK,97,0.65
VISIT05414,LEAD09069,2024-11-24,EXEC14,4,Yes,3BHK,116,0.6
VISIT05415,LEAD09069,2024-12-10,EXEC14,4,No,4BHK,146,0.64
VISIT05416,LEAD09069,2025-01-11,EXEC14,4,Yes,4BHK,133,0.78
VISIT05417,LEAD09071,2025-05-14,EXEC18,4,No,5BHK,94,0.37
VISIT05418,LEAD09073,2025-01-18,EXEC17,3,Yes,3BHK,104,0.35
VISIT05419,LEAD09077,2026-12-31,EXEC16,3,Yes,4BHK,107,0.32
VISIT05420,LEAD09079,2025-05-07,EXEC12,2,No,4BHK,92,0.19
VISIT05421,LEAD09079,2025-07-11,EXEC12,3,No,3BHK,81,0.57
VISIT05422,LEAD09081,2026-06-07,EXEC16,4,Yes,4BHK,118,0.59
VISIT05423,LEAD09081,2026-07-14,EXEC16,4,Yes,4BHK,133,0.6
VISIT05424,LEAD09082,2026-12-31,EXEC30,2,No,3BHK,25,0.12
VISIT05425,LEAD09082,2026-12-31,EXEC30,4,Yes,3BHK,82,0.62
VISIT05426,LEAD09082,2026-12-31,EXEC30,3,Yes,3BHK,125,0.54
VISIT05427,LEAD09085,2025-06-22,EXEC15,4,Yes,5BHK,116,0.67
VISIT05428,LEAD09085,2025-07-26,EXEC15,4,No,3BHK,95,0.68
VISIT05429,LEAD09085,2025-10-05,EXEC15,5,No,4BHK,95,0.91
VISIT05430,LEAD09091,2026-12-31,EXEC23,4,Yes,4BHK,148,0.62
VISIT05431,LEAD09092,2026-12-31,EXEC15,4,No,4BHK,101,0.39
VISIT05432,LEAD09093,2026-12-31,EXEC09,2,No,3BHK,77,0.18
VISIT05433,LEAD09091,2026-12-31,EXEC23,4,Yes,4BHK,68,0.63
VISIT05434,LEAD09092,2026-12-31,EXEC15,3,Yes,3BHK,62,0.48
VISIT05435,LEAD09096,2025-11-07,EXEC19,2,No,3BHK,76,0.24
VISIT05436,LEAD09097,2026-05-18,EXEC23,3,No,4BHK,99,0.24
VISIT05437,LEAD09100,2026-12-31,EXEC08,5,Yes,4BHK,139,0.85
VISIT05438,LEAD09100,2026-12-31,EXEC08,4,Yes,4BHK,154,0.86
VISIT05439,LEAD09103,2024-02-27,EXEC24,4,No,3BHK,98,0.44
VISIT05440,LEAD09106,2025-09-21,EXEC06,4,No,4BHK,112,0.44
VISIT05441,LEAD09110,2025-01-29,EXEC29,3,No,4BHK,73,0.36
VISIT05442,LEAD09112,2025-12-09,EXEC10,4,Yes,4BHK,87,0.69
VISIT05443,LEAD09112,2026-01-01,EXEC10,5,Yes,3BHK,128,0.83
VISIT05444,LEAD09112,2026-02-18,EXEC10,3,No,5BHK,111,0.73
VISIT05445,LEAD09117,2024-07-20,EXEC18,4,Yes,3BHK,112,0.51
VISIT05446,LEAD09118,2024-12-16,EXEC14,5,Yes,3BHK,79,0.45
VISIT05447,LEAD09118,2025-02-03,EXEC14,4,Yes,4BHK,90,0.57
VISIT05448,LEAD09134,2026-02-04,EXEC27,3,No,3BHK,130,0.25
VISIT05449,LEAD09134,2026-03-27,EXEC27,3,Yes,3BHK,80,0.5
VISIT05450,LEAD09138,2024-06-22,EXEC22,5,Yes,3BHK,87,0.79
VISIT05451,LEAD09139,2025-07-15,EXEC04,3,No,4BHK,96,0.26
VISIT05452,LEAD09141,2024-02-21,EXEC17,4,Yes,3BHK,109,0.45
VISIT05453,LEAD09144,2025-02-12,EXEC29,3,Yes,4BHK,89,0.37
VISIT05454,LEAD09144,2025-04-03,EXEC29,4,No,3BHK,50,0.43
VISIT05455,LEAD09147,2026-09-05,EXEC18,4,Yes,5BHK,101,0.72
VISIT05456,LEAD09147,2026-10-16,EXEC18,4,Yes,4BHK,108,0.91
VISIT05457,LEAD09147,2026-12-25,EXEC18,5,Yes,4BHK,117,0.97
VISIT05458,LEAD09148,2026-10-27,EXEC21,5,Yes,3BHK,114,0.54
VISIT05459,LEAD09148,2026-11-04,EXEC21,3,No,3BHK,103,0.35
VISIT05460,LEAD09149,2024-11-09,EXEC14,4,Yes,3BHK,102,0.75
VISIT05461,LEAD09149,2024-11-20,EXEC14,3,Yes,4BHK,114,0.66
VISIT05462,LEAD09150,2024-11-20,EXEC04,2,Yes,5BHK,94,0.23
VISIT05463,LEAD09150,2025-01-22,EXEC04,3,No,4BHK,93,0.44
VISIT05464,LEAD09152,2025-08-09,EXEC02,5,No,4BHK,64,0.81
VISIT05465,LEAD09152,2025-08-30,EXEC02,5,No,3BHK,124,0.91
VISIT05466,LEAD09152,2025-10-10,EXEC02,5,No,3BHK,159,0.97
VISIT05467,LEAD09153,2026-09-13,EXEC12,5,No,4BHK,113,0.86
VISIT05468,LEAD09153,2026-10-21,EXEC12,5,Yes,3BHK,101,0.97
VISIT05469,LEAD09153,2026-10-09,EXEC12,4,No,4BHK,106,0.9
VISIT05470,LEAD09155,2026-12-08,EXEC13,5,Yes,4BHK,112,0.94
VISIT05471,LEAD09156,2024-04-28,EXEC28,3,Yes,4BHK,91,0.38
VISIT05472,LEAD09157,2024-11-16,EXEC18,3,No,3BHK,106,0.39
VISIT05473,LEAD09163,2026-06-16,EXEC10,4,Yes,3BHK,103,0.79
VISIT05474,LEAD09165,2026-12-31,EXEC23,5,No,3BHK,95,0.62
VISIT05475,LEAD09165,2026-12-31,EXEC23,4,Yes,3BHK,102,0.58
VISIT05476,LEAD09166,2026-03-15,EXEC24,4,No,3BHK,126,0.38
VISIT05477,LEAD09169,2026-09-18,EXEC29,4,No,3BHK,93,0.86
VISIT05478,LEAD09171,2025-04-14,EXEC04,4,No,3BHK,89,0.51
VISIT05479,LEAD09172,2024-02-29,EXEC05,5,Yes,3BHK,125,0.94
VISIT05480,LEAD09173,2025-07-15,EXEC16,4,Yes,3BHK,113,0.55
VISIT05481,LEAD09173,2025-08-21,EXEC16,4,No,3BHK,83,0.4
VISIT05482,LEAD09177,2025-02-02,EXEC08,4,No,4BHK,107,0.48
VISIT05483,LEAD09178,2025-02-18,EXEC10,5,Yes,3BHK,113,0.9
VISIT05484,LEAD09178,2025-02-23,EXEC10,5,No,3BHK,93,0.97
VISIT05485,LEAD09178,2025-05-20,EXEC10,4,Yes,3BHK,110,0.91
VISIT05486,LEAD09179,2025-07-04,EXEC21,3,No,4BHK,111,0.36
VISIT05487,LEAD09180,2025-12-05,EXEC13,4,No,4BHK,105,0.45
VISIT05488,LEAD09181,2024-07-23,EXEC12,5,No,4BHK,139,0.84
VISIT05489,LEAD09181,2024-08-24,EXEC12,5,Yes,3BHK,137,0.97
VISIT05490,LEAD09183,2024-09-10,EXEC11,4,Yes,3BHK,138,0.81
VISIT05491,LEAD09189,2025-10-19,EXEC14,3,Yes,3BHK,83,0.4
VISIT05492,LEAD09191,2026-12-24,EXEC27,2,Yes,4BHK,78,0.28
VISIT05493,LEAD09192,2024-02-04,EXEC06,5,Yes,4BHK,107,0.74
VISIT05494,LEAD09192,2024-02-04,EXEC06,5,No,3BHK,121,0.82
VISIT05495,LEAD09192,2024-04-24,EXEC06,5,Yes,4BHK,116,0.97
VISIT05496,LEAD09193,2025-02-14,EXEC16,2,Yes,3BHK,94,0.19
VISIT05497,LEAD09195,2024-02-09,EXEC23,4,Yes,4BHK,113,0.47
VISIT05498,LEAD09197,2025-08-05,EXEC24,5,Yes,3BHK,127,0.63
VISIT05499,LEAD09199,2026-11-08,EXEC06,3,Yes,4BHK,90,0.33
VISIT05500,LEAD09199,2026-12-31,EXEC06,4,No,4BHK,119,0.6
VISIT05501,LEAD09200,2026-02-16,EXEC14,5,Yes,3BHK,101,0.91
VISIT05502,LEAD09202,2025-04-15,EXEC11,5,Yes,3BHK,86,0.93
VISIT05503,LEAD09203,2024-10-14,EXEC15,4,Yes,3BHK,90,0.49
VISIT05504,LEAD09204,2025-02-17,EXEC05,3,Yes,3BHK,66,0.39
VISIT05505,LEAD09206,2025-12-08,EXEC02,4,Yes,4BHK,134,0.59
VISIT05506,LEAD09206,2026-01-11,EXEC02,4,Yes,3BHK,97,0.71
VISIT05507,LEAD09214,2025-07-03,EXEC06,4,Yes,3BHK,103,0.47
VISIT05508,LEAD09215,2026-01-07,EXEC28,3,No,4BHK,91,0.31
VISIT05509,LEAD09222,2026-11-01,EXEC08,5,Yes,3BHK,122,0.58
VISIT05510,LEAD09222,2026-11-16,EXEC08,3,Yes,3BHK,85,0.39
VISIT05511,LEAD09224,2026-03-21,EXEC07,3,Yes,5BHK,76,0.67
VISIT05512,LEAD09227,2025-09-02,EXEC19,4,No,3BHK,123,0.85
VISIT05513,LEAD09230,2026-02-26,EXEC14,2,Yes,5BHK,81,0.28
VISIT05514,LEAD09230,2026-03-06,EXEC14,3,Yes,3BHK,76,0.4
VISIT05515,LEAD09233,2025-02-03,EXEC14,3,Yes,4BHK,115,0.53
VISIT05516,LEAD09233,2025-02-28,EXEC14,3,No,3BHK,81,0.63
VISIT05517,LEAD09235,2026-10-27,EXEC13,3,Yes,4BHK,93,0.46
VISIT05518,LEAD09235,2026-12-11,EXEC13,4,No,5BHK,78,0.74
VISIT05519,LEAD09236,2026-05-07,EXEC06,5,Yes,4BHK,135,0.95
VISIT05520,LEAD09238,2026-04-21,EXEC30,4,No,3BHK,87,0.41
VISIT05521,LEAD09240,2025-10-29,EXEC25,4,Yes,3BHK,117,0.46
VISIT05522,LEAD09241,2025-10-07,EXEC01,4,No,3BHK,63,0.47
VISIT05523,LEAD09242,2026-01-11,EXEC20,3,No,4BHK,108,0.33
VISIT05524,LEAD09243,2026-06-07,EXEC27,4,No,4BHK,119,0.59
VISIT05525,LEAD09243,2026-07-15,EXEC27,5,Yes,3BHK,151,0.82
VISIT05526,LEAD09246,2025-09-24,EXEC07,3,Yes,5BHK,86,0.35
VISIT05527,LEAD09249,2026-03-18,EXEC03,4,Yes,3BHK,149,0.77
VISIT05528,LEAD09251,2025-04-15,EXEC29,3,No,3BHK,109,0.28
VISIT05529,LEAD09252,2025-03-01,EXEC16,4,No,4BHK,122,0.39
VISIT05530,LEAD09257,2024-05-31,EXEC22,4,Yes,4BHK,105,0.83
VISIT05531,LEAD09262,2025-11-24,EXEC03,5,Yes,4BHK,103,0.96
VISIT05532,LEAD09263,2026-10-27,EXEC17,4,No,3BHK,116,0.75
VISIT05533,LEAD09264,2025-12-20,EXEC06,5,No,5BHK,135,0.87
VISIT05534,LEAD09264,2026-01-20,EXEC06,4,No,4BHK,111,0.85
VISIT05535,LEAD09264,2026-03-26,EXEC06,3,Yes,4BHK,111,0.79
VISIT05536,LEAD09268,2025-09-25,EXEC24,5,Yes,4BHK,77,0.66
VISIT05537,LEAD09268,2025-10-31,EXEC24,4,Yes,3BHK,90,0.7
VISIT05538,LEAD09268,2026-01-15,EXEC24,5,Yes,5BHK,118,0.93
VISIT05539,LEAD09270,2026-02-11,EXEC05,4,Yes,4BHK,105,0.75
VISIT05540,LEAD09270,2026-04-01,EXEC05,5,No,3BHK,90,0.88
VISIT05541,LEAD09273,2024-05-16,EXEC11,3,Yes,3BHK,105,0.3
VISIT05542,LEAD09273,2024-07-07,EXEC11,4,Yes,3BHK,75,0.55
VISIT05543,LEAD09282,2026-12-31,EXEC30,3,Yes,3BHK,84,0.45
VISIT05544,LEAD09286,2026-01-21,EXEC09,4,No,4BHK,96,0.47
VISIT05545,LEAD09286,2026-02-05,EXEC09,3,Yes,4BHK,86,0.48
VISIT05546,LEAD09287,2026-10-21,EXEC27,4,Yes,5BHK,105,0.71
VISIT05547,LEAD09288,2026-12-31,EXEC23,4,No,3BHK,126,0.35
VISIT05548,LEAD09290,2026-03-02,EXEC06,4,No,3BHK,111,0.6
VISIT05549,LEAD09290,2026-04-23,EXEC06,4,Yes,5BHK,66,0.65
VISIT05550,LEAD09290,2026-06-12,EXEC06,3,No,4BHK,126,0.61
VISIT05551,LEAD09291,2026-07-26,EXEC15,3,Yes,3BHK,85,0.34
VISIT05552,LEAD09293,2026-12-31,EXEC27,5,No,4BHK,140,0.52
VISIT05553,LEAD09295,2025-10-14,EXEC16,5,No,3BHK,106,0.63
VISIT05554,LEAD09297,2026-12-31,EXEC13,3,No,3BHK,144,0.32
VISIT05555,LEAD09299,2024-03-03,EXEC04,4,Yes,4BHK,133,0.53
VISIT05556,LEAD09302,2026-02-06,EXEC25,5,Yes,3BHK,107,0.71
VISIT05557,LEAD09302,2026-04-06,EXEC25,4,No,4BHK,96,0.69
VISIT05558,LEAD09305,2024-04-29,EXEC26,4,Yes,3BHK,92,0.39
VISIT05559,LEAD09306,2024-04-10,EXEC12,4,Yes,4BHK,107,0.49
VISIT05560,LEAD09306,2024-04-27,EXEC12,4,No,4BHK,120,0.58
VISIT05561,LEAD09307,2025-01-20,EXEC17,3,Yes,3BHK,89,0.31
VISIT05562,LEAD09310,2026-12-28,EXEC08,5,Yes,3BHK,105,0.96
VISIT05563,LEAD09310,2026-12-31,EXEC08,5,Yes,3BHK,99,0.97
VISIT05564,LEAD09310,2026-12-31,EXEC08,5,Yes,4BHK,121,0.97
VISIT05565,LEAD09311,2026-08-11,EXEC01,3,Yes,4BHK,129,0.33
VISIT05566,LEAD09312,2026-10-07,EXEC04,4,Yes,5BHK,70,0.43
VISIT05567,LEAD09316,2026-08-02,EXEC18,4,No,4BHK,114,0.45
VISIT05568,LEAD09316,2026-08-15,EXEC18,4,No,3BHK,110,0.63
VISIT05569,LEAD09317,2024-08-29,EXEC29,4,No,4BHK,84,0.36
VISIT05570,LEAD09317,2024-09-27,EXEC29,4,No,4BHK,84,0.47
VISIT05571,LEAD09318,2026-07-23,EXEC12,5,Yes,5BHK,134,0.59
VISIT05572,LEAD09322,2025-02-18,EXEC07,3,Yes,4BHK,82,0.53
VISIT05573,LEAD09322,2025-02-17,EXEC07,4,Yes,3BHK,117,0.8
VISIT05574,LEAD09322,2025-02-21,EXEC07,4,No,3BHK,103,0.69
VISIT05575,LEAD09323,2025-05-03,EXEC29,4,Yes,4BHK,121,0.44
VISIT05576,LEAD09324,2025-02-01,EXEC03,3,No,3BHK,112,0.3
VISIT05577,LEAD09325,2026-12-31,EXEC21,5,Yes,3BHK,127,0.93
VISIT05578,LEAD09325,2026-12-31,EXEC21,5,No,3BHK,91,0.94
VISIT05579,LEAD09327,2026-06-17,EXEC03,4,No,3BHK,80,0.42
VISIT05580,LEAD09329,2025-03-31,EXEC13,4,Yes,4BHK,57,0.72
VISIT05581,LEAD09332,2025-10-30,EXEC30,4,No,3BHK,64,0.35
VISIT05582,LEAD09337,2026-03-02,EXEC07,5,Yes,4BHK,88,0.94
VISIT05583,LEAD09341,2026-10-31,EXEC16,4,Yes,3BHK,147,0.67
VISIT05584,LEAD09341,2026-12-22,EXEC16,3,Yes,4BHK,99,0.6
VISIT05585,LEAD09349,2026-05-01,EXEC14,5,Yes,4BHK,104,0.91
VISIT05586,LEAD09349,2026-06-05,EXEC14,5,No,3BHK,102,0.97
VISIT05587,LEAD09350,2026-10-26,EXEC21,4,Yes,4BHK,120,0.87
VISIT05588,LEAD09350,2026-12-12,EXEC21,5,No,3BHK,135,0.92
VISIT05589,LEAD09350,2026-12-31,EXEC21,5,Yes,4BHK,114,0.97
VISIT05590,LEAD09352,2026-12-31,EXEC12,5,No,3BHK,99,0.52
VISIT05591,LEAD09354,2024-03-15,EXEC12,4,No,3BHK,105,0.4
VISIT05592,LEAD09356,2026-01-20,EXEC01,3,No,4BHK,111,0.25
VISIT05593,LEAD09359,2025-03-12,EXEC17,4,Yes,4BHK,125,0.47
VISIT05594,LEAD09359,2025-05-13,EXEC17,4,Yes,3BHK,108,0.61
VISIT05595,LEAD09360,2026-10-10,EXEC22,4,Yes,3BHK,93,0.55
VISIT05596,LEAD09362,2026-11-24,EXEC05,5,Yes,3BHK,89,0.94
VISIT05597,LEAD09364,2026-12-31,EXEC24,3,Yes,4BHK,81,0.28
VISIT05598,LEAD09368,2026-12-31,EXEC29,3,No,4BHK,96,0.72
VISIT05599,LEAD09369,2025-01-25,EXEC21,5,Yes,3BHK,136,0.74
VISIT05600,LEAD09369,2025-02-16,EXEC21,5,No,4BHK,86,0.78
VISIT05601,LEAD09369,2025-04-17,EXEC21,4,No,3BHK,109,0.74
VISIT05602,LEAD09372,2024-04-10,EXEC07,4,No,3BHK,117,0.57
VISIT05603,LEAD09372,2024-05-24,EXEC07,5,Yes,4BHK,95,0.74
VISIT05604,LEAD09374,2024-07-16,EXEC25,5,Yes,3BHK,114,0.61
VISIT05605,LEAD09378,2024-09-04,EXEC03,3,Yes,3BHK,91,0.38
VISIT05606,LEAD09378,2024-10-03,EXEC03,4,Yes,5BHK,108,0.5
VISIT05607,LEAD09378,2024-11-05,EXEC03,4,No,4BHK,92,0.62
VISIT05608,LEAD09383,2026-03-06,EXEC06,4,No,4BHK,79,0.4
VISIT05609,LEAD09386,2025-12-05,EXEC06,5,Yes,5BHK,147,0.92
VISIT05610,LEAD09386,2026-01-21,EXEC06,5,No,5BHK,117,0.93
VISIT05611,LEAD09387,2026-01-13,EXEC04,3,Yes,3BHK,108,0.26
VISIT05612,LEAD09388,2026-03-23,EXEC12,4,No,3BHK,110,0.49
VISIT05613,LEAD09389,2025-03-28,EXEC18,3,Yes,4BHK,107,0.32
VISIT05614,LEAD09390,2025-09-17,EXEC05,5,Yes,3BHK,114,0.92
VISIT05615,LEAD09393,2025-11-22,EXEC13,3,Yes,4BHK,91,0.66
VISIT05616,LEAD09393,2026-01-06,EXEC13,5,Yes,3BHK,141,0.97
VISIT05617,LEAD09395,2026-03-18,EXEC26,5,Yes,3BHK,131,0.56
VISIT05618,LEAD09399,2024-04-15,EXEC09,3,Yes,3BHK,80,0.34
VISIT05619,LEAD09401,2026-09-19,EXEC02,3,No,3BHK,118,0.69
VISIT05620,LEAD09401,2026-10-13,EXEC02,3,Yes,3BHK,97,0.83
VISIT05621,LEAD09401,2026-12-31,EXEC02,4,No,5BHK,100,0.89
VISIT05622,LEAD09403,2026-02-03,EXEC11,3,Yes,3BHK,126,0.44
VISIT05623,LEAD09403,2026-03-21,EXEC11,4,No,4BHK,127,0.53
VISIT05624,LEAD09405,2025-06-24,EXEC30,5,No,3BHK,120,0.82
VISIT05625,LEAD09405,2025-07-14,EXEC30,5,Yes,3BHK,100,0.97
VISIT05626,LEAD09405,2025-09-06,EXEC30,5,Yes,3BHK,143,0.97
VISIT05627,LEAD09407,2024-08-30,EXEC03,3,No,4BHK,123,0.25
VISIT05628,LEAD09407,2024-09-24,EXEC03,4,Yes,4BHK,122,0.49
VISIT05629,LEAD09408,2024-04-23,EXEC26,3,No,3BHK,89,0.32
VISIT05630,LEAD09410,2024-02-22,EXEC18,4,No,5BHK,114,0.36
VISIT05631,LEAD09410,2024-04-05,EXEC18,2,No,3BHK,81,0.3
VISIT05632,LEAD09411,2024-07-08,EXEC08,4,No,3BHK,74,0.77
VISIT05633,LEAD09412,2024-12-22,EXEC07,5,Yes,4BHK,132,0.89
VISIT05634,LEAD09413,2025-10-02,EXEC24,4,Yes,4BHK,98,0.64
VISIT05635,LEAD09414,2026-11-30,EXEC08,3,Yes,3BHK,110,0.33
VISIT05636,LEAD09416,2026-12-31,EXEC12,4,Yes,5BHK,76,0.54
VISIT05637,LEAD09417,2025-11-09,EXEC22,3,No,4BHK,88,0.31
VISIT05638,LEAD09418,2026-05-26,EXEC02,3,Yes,3BHK,78,0.39
VISIT05639,LEAD09418,2026-06-05,EXEC02,2,No,3BHK,92,0.31
VISIT05640,LEAD09421,2024-08-15,EXEC20,4,Yes,4BHK,99,0.73
VISIT05641,LEAD09421,2024-10-06,EXEC20,4,Yes,4BHK,119,0.9
VISIT05642,LEAD09421,2024-10-30,EXEC20,4,No,4BHK,86,0.92
VISIT05643,LEAD09426,2024-06-08,EXEC18,4,Yes,5BHK,98,0.52
VISIT05644,LEAD09428,2024-06-05,EXEC25,4,Yes,4BHK,101,0.41
VISIT05645,LEAD09432,2026-11-05,EXEC06,4,Yes,5BHK,67,0.43
VISIT05646,LEAD09438,2024-08-28,EXEC06,4,Yes,4BHK,128,0.59
VISIT05647,LEAD09438,2024-09-28,EXEC06,4,Yes,4BHK,75,0.52
VISIT05648,LEAD09443,2025-05-13,EXEC25,4,No,3BHK,101,0.41
VISIT05649,LEAD09445,2025-12-14,EXEC15,4,No,4BHK,82,0.42
VISIT05650,LEAD09447,2025-01-25,EXEC30,5,No,3BHK,87,0.87
VISIT05651,LEAD09448,2025-09-15,EXEC17,3,No,3BHK,71,0.23
VISIT05652,LEAD09458,2025-11-09,EXEC21,4,Yes,4BHK,97,0.67
VISIT05653,LEAD09460,2024-08-13,EXEC29,4,Yes,3BHK,157,0.92
VISIT05654,LEAD09460,2024-09-09,EXEC29,4,Yes,3BHK,143,0.88
VISIT05655,LEAD09461,2026-07-30,EXEC19,4,No,4BHK,115,0.65
VISIT05656,LEAD09461,2026-07-31,EXEC19,3,Yes,4BHK,98,0.56
VISIT05657,LEAD09461,2026-11-05,EXEC19,4,Yes,3BHK,118,0.92
VISIT05658,LEAD09463,2026-07-25,EXEC14,4,Yes,3BHK,113,0.48
VISIT05659,LEAD09463,2026-07-23,EXEC14,3,Yes,3BHK,85,0.5
VISIT05660,LEAD09464,2025-03-14,EXEC26,4,Yes,3BHK,113,0.49
VISIT05661,LEAD09466,2024-08-27,EXEC12,4,Yes,5BHK,100,0.49
VISIT05662,LEAD09466,2024-09-12,EXEC12,4,No,4BHK,65,0.58
VISIT05663,LEAD09467,2024-12-09,EXEC25,2,No,5BHK,103,0.16
VISIT05664,LEAD09467,2025-01-18,EXEC25,4,Yes,4BHK,83,0.59
VISIT05665,LEAD09468,2025-07-16,EXEC19,5,No,4BHK,117,0.92
VISIT05666,LEAD09469,2026-05-09,EXEC29,3,No,4BHK,111,0.3
VISIT05667,LEAD09471,2025-04-23,EXEC02,3,No,4BHK,122,0.4
VISIT05668,LEAD09474,2025-03-06,EXEC30,4,Yes,3BHK,112,0.48
VISIT05669,LEAD09477,2026-12-31,EXEC17,3,Yes,5BHK,84,0.25
VISIT05670,LEAD09480,2024-06-27,EXEC06,3,No,4BHK,91,0.47
VISIT05671,LEAD09480,2024-07-16,EXEC06,3,Yes,4BHK,92,0.66
VISIT05672,LEAD09480,2024-08-07,EXEC06,3,Yes,3BHK,106,0.78
VISIT05673,LEAD09483,2024-07-24,EXEC03,3,Yes,3BHK,125,0.28
VISIT05674,LEAD09483,2024-09-11,EXEC03,2,Yes,3BHK,108,0.39
VISIT05675,LEAD09486,2024-07-25,EXEC17,3,Yes,3BHK,81,0.34
VISIT05676,LEAD09486,2024-09-02,EXEC17,3,Yes,3BHK,93,0.55
VISIT05677,LEAD09487,2025-12-14,EXEC01,3,Yes,3BHK,92,0.49
VISIT05678,LEAD09488,2026-07-03,EXEC29,4,No,4BHK,108,0.43
VISIT05679,LEAD09489,2024-07-03,EXEC08,5,No,3BHK,146,0.49
VISIT05680,LEAD09489,2024-08-11,EXEC08,4,Yes,4BHK,79,0.61
VISIT05681,LEAD09489,2024-10-08,EXEC08,2,No,4BHK,83,0.31
VISIT05682,LEAD09491,2026-11-24,EXEC03,3,Yes,4BHK,107,0.38
VISIT05683,LEAD09492,2026-12-31,EXEC12,4,No,3BHK,105,0.44
VISIT05684,LEAD09493,2026-12-31,EXEC16,5,Yes,4BHK,140,0.61
VISIT05685,LEAD09498,2025-10-26,EXEC29,4,Yes,3BHK,77,0.85
VISIT05686,LEAD09498,2025-12-16,EXEC29,4,Yes,3BHK,80,0.94
VISIT05687,LEAD09498,2026-01-06,EXEC29,4,Yes,3BHK,120,0.94
VISIT05688,LEAD09501,2024-11-09,EXEC16,4,No,3BHK,76,0.66
VISIT05689,LEAD09501,2024-12-11,EXEC16,5,Yes,4BHK,128,0.97
VISIT05690,LEAD09504,2025-10-13,EXEC20,5,Yes,3BHK,88,0.81
VISIT05691,LEAD09506,2024-06-04,EXEC28,4,Yes,3BHK,97,0.52
VISIT05692,LEAD09507,2024-06-28,EXEC21,4,Yes,4BHK,109,0.69
VISIT05693,LEAD09507,2024-07-26,EXEC21,3,Yes,5BHK,79,0.69
VISIT05694,LEAD09507,2024-10-22,EXEC21,3,Yes,3BHK,112,0.65
VISIT05695,LEAD09509,2024-11-21,EXEC02,4,Yes,3BHK,103,0.47
VISIT05696,LEAD09509,2024-12-07,EXEC02,4,No,4BHK,118,0.57
VISIT05697,LEAD09510,2024-08-22,EXEC26,5,No,3BHK,84,0.78
VISIT05698,LEAD09510,2024-09-20,EXEC26,5,Yes,3BHK,110,0.84
