Visit_ID,Competitor,Visit_Date,Price_Score,Sales_Score,Amenities_Score,Trust_Score,Overall_Rating
CVISIT00649,Mahagun Manorial,2024-08-30,7.5,5.8,8.2,6.2,6.7
CVISIT00650,Prestige,2026-06-11,7.1,7.9,8.4,7.3,8.3
CVISIT00651,Sobha Aurum,2026-06-12,6.0,7.0,7.4,6.4,6.8
CVISIT00652,Prestige,2025-02-09,6.3,8.5,9.1,8.8,8.3
CVISIT00653,Sobha Aurum,2025-11-08,5.5,7.2,8.0,7.3,6.7
CVISIT00654,Prestige,2026-08-11,6.2,8.2,9.4,9.4,8.2
CVISIT00655,Mahagun Manorial,2024-05-05,8.3,5.7,8.2,6.2,7.0
CVISIT00656,Sobha Aurum,2024-07-19,7.0,8.9,9.0,7.6,8.2
CVISIT00657,Sobha Aurum,2026-01-29,8.4,6.8,8.0,8.9,7.7
CVISIT00658,Prestige,2026-12-21,4.5,8.4,7.4,7.1,7.2
CVISIT00659,Prestige,2024-12-04,5.5,9.3,7.5,8.0,8.0
CVISIT00660,Prestige,2026-01-12,5.6,8.5,7.5,9.1,7.7
CVISIT00661,Mahagun Manorial,2026-04-02,7.2,7.7,6.5,7.4,7.5
CVISIT00662,Prestige,2024-10-19,5.1,10.0,8.4,7.4,8.2
CVISIT00663,Prestige,2026-08-26,5.9,8.4,8.1,9.1,8.1
CVISIT00664,Sobha Aurum,2024-06-19,5.6,7.3,7.3,7.0,7.0
CVISIT00665,Prestige,2026-08-24,5.0,6.1,8.6,10.0,7.7
CVISIT00666,Mahagun Manorial,2026-08-23,5.9,5.1,5.9,6.8,5.8
CVISIT00667,Prestige,2024-03-12,6.6,10.0,8.0,8.3,8.3
CVISIT00668,Mahagun Manorial,2024-01-20,9.3,7.3,6.1,5.9,6.8
CVISIT00669,Mahagun Manorial,2024-10-07,6.1,6.3,4.5,6.5,5.6
CVISIT00670,Sobha Aurum,2025-03-05,4.7,8.6,8.0,6.5,7.3
CVISIT00671,Prestige,2026-03-27,6.3,5.6,8.4,8.2,6.8
CVISIT00672,Prestige,2024-08-11,6.9,8.2,6.9,6.5,7.3
CVISIT00673,Sobha Aurum,2025-09-08,6.9,7.6,7.9,7.6,7.1
CVISIT00674,Sobha Aurum,2026-11-17,7.6,6.6,8.4,8.3,7.8
CVISIT00675,Mahagun Manorial,2026-05-10,7.9,4.6,7.3,7.5,6.7
CVISIT00676,Sobha Aurum,2026-02-07,6.9,7.7,9.8,8.8,8.6
CVISIT00677,Sobha Aurum,2024-01-20,5.1,5.8,8.0,8.4,7.1
CVISIT00678,Mahagun Manorial,2025-08-20,7.5,5.7,7.3,5.0,6.4
CVISIT00679,Mahagun Manorial,2025-09-30,8.4,6.9,7.9,5.0,6.6
CVISIT00680,Mahagun Manorial,2026-09-02,7.3,5.0,5.4,8.6,6.5
CVISIT00681,Sobha Aurum,2024-10-23,5.8,6.4,7.9,7.3,7.1
CVISIT00682,Mahagun Manorial,2025-12-24,7.3,5.9,7.2,6.8,6.9
CVISIT00683,Prestige,2024-01-18,4.5,7.2,8.7,8.7,7.2
CVISIT00684,Prestige,2026-08-10,6.8,8.5,7.8,9.5,8.8
CVISIT00685,Sobha Aurum,2024-01-27,7.0,7.2,9.0,6.9,7.8
CVISIT00686,Mahagun Manorial,2025-07-02,6.6,6.8,8.6,6.5,7.2
CVISIT00687,Sobha Aurum,2024-09-12,6.2,7.1,8.1,7.1,7.4
CVISIT00688,Prestige,2026-04-09,5.4,6.8,8.1,9.4,8.0
CVISIT00689,Prestige,2026-10-12,6.2,8.5,8.5,10.0,8.9
CVISIT00690,Mahagun Manorial,2024-08-28,8.8,5.1,6.1,7.4,7.0
CVISIT00691,Sobha Aurum,2025-02-16,6.6,7.2,8.5,8.3,7.1
CVISIT00692,Prestige,2024-02-20,4.8,8.9,7.5,8.0,7.1
CVISIT00693,Sobha Aurum,2026-02-22,4.4,8.2,8.7,9.0,7.7
CVISIT00694,Prestige,2026-07-10,6.8,8.9,7.3,9.6,8.6
CVISIT00695,Sobha Aurum,2026-02-22,9.7,8.1,9.8,7.5,8.3
CVISIT00696,Sobha Aurum,2025-11-25,8.8,7.9,7.1,8.3,7.8
CVISIT00697,Sobha Aurum,2026-10-12,5.8,7.2,5.8,8.2,6.5
CVISIT00698,Mahagun Manorial,2025-04-15,6.4,5.2,6.5,6.5,6.1
CVISIT00699,Sobha Aurum,2024-10-31,5.3,6.2,8.4,7.1,6.9
CVISIT00700,Sobha Aurum,2024-01-17,8.7,5.5,9.5,8.1,8.3
CVISIT00701,Prestige,2026-09-07,5.6,8.9,7.5,8.5,8.0
CVISIT00702,Prestige,2024-11-19,6.0,8.3,6.9,8.3,6.9
CVISIT00703,Mahagun Manorial,2025-03-21,8.6,4.5,6.8,6.2,6.5
CVISIT00704,Mahagun Manorial,2026-04-14,8.0,7.0,6.6,6.2,7.0
CVISIT00705,Sobha Aurum,2025-08-09,8.1,7.3,7.8,8.2,7.5
CVISIT00706,Prestige,2024-06-01,5.9,7.5,9.3,10.0,7.9
CVISIT00707,Mahagun Manorial,2025-10-08,8.4,5.1,6.0,5.9,6.4
CVISIT00708,Prestige,2026-05-15,5.5,7.5,7.0,7.1,7.0
CVISIT00709,Mahagun Manorial,2026-10-10,7.4,8.1,6.2,5.1,6.8
CVISIT00710,Prestige,2025-12-05,6.3,8.3,9.1,7.8,7.5
CVISIT00711,Mahagun Manorial,2026-07-28,5.9,5.6,7.0,5.4,5.8
CVISIT00712,Prestige,2024-11-30,5.7,7.0,7.2,9.0,7.3
CVISIT00713,Sobha Aurum,2024-01-27,7.6,6.4,8.7,6.0,7.2
CVISIT00714,Prestige,2025-02-23,3.2,9.2,5.7,7.6,6.4
CVISIT00715,Mahagun Manorial,2026-02-25,8.4,5.7,5.7,7.2,6.9
CVISIT00716,Prestige,2025-03-28,6.4,7.7,8.9,7.7,7.6
CVISIT00717,Sobha Aurum,2026-05-19,5.9,7.1,9.6,7.7,7.4
CVISIT00718,Mahagun Manorial,2026-12-17,6.5,6.9,5.4,6.7,5.9
CVISIT00719,Prestige,2026-01-04,4.7,7.7,8.2,8.3,7.5
CVISIT00720,Sobha Aurum,2026-11-01,6.3,8.3,7.3,7.3,7.3
CVISIT00721,Prestige,2024-11-08,6.1,8.1,5.9,7.6,7.0
CVISIT00722,Sobha Aurum,2024-03-19,6.6,5.8,9.2,8.5,7.6
CVISIT00723,Sobha Aurum,2025-02-02,6.8,6.0,9.7,6.7,7.3
CVISIT00724,Sobha Aurum,2026-07-15,7.3,8.8,7.8,7.3,8.0
CVISIT00725,Prestige,2026-07-30,6.0,8.7,8.6,7.3,7.5
CVISIT00726,Sobha Aurum,2024-07-18,6.9,8.4,9.5,9.0,8.6
CVISIT00727,Sobha Aurum,2025-06-05,5.8,6.6,8.6,7.4,7.7
CVISIT00728,Sobha Aurum,2025-05-23,5.9,6.5,8.8,8.0,6.9
CVISIT00729,Prestige,2026-04-23,6.0,8.5,9.0,7.9,7.7
CVISIT00730,Prestige,2025-09-18,4.9,8.2,6.3,7.3,7.1
CVISIT00731,Sobha Aurum,2024-09-21,7.4,7.5,10.0,7.7,8.0
CVISIT00732,Sobha Aurum,2024-05-29,4.8,6.7,8.6,6.8,6.7
CVISIT00733,Sobha Aurum,2026-06-10,6.1,9.0,9.2,8.9,8.5
CVISIT00734,Prestige,2026-05-31,5.4,6.8,7.8,10.0,7.8
CVISIT00735,Sobha Aurum,2024-03-28,7.0,7.9,8.9,6.0,7.3
CVISIT00736,Prestige,2024-06-12,6.1,7.6,7.1,9.7,8.0
CVISIT00737,Mahagun Manorial,2025-05-11,6.4,5.4,7.6,6.5,6.4
CVISIT00738,Sobha Aurum,2024-09-14,7.4,7.1,9.6,6.4,7.3
CVISIT00739,Sobha Aurum,2026-06-23,5.7,6.1,8.4,7.7,7.5
CVISIT00740,Mahagun Manorial,2026-05-31,8.5,5.5,7.5,5.1,6.2
CVISIT00741,Sobha Aurum,2024-11-26,4.3,4.9,8.8,8.0,6.7
CVISIT00742,Prestige,2024-02-10,6.0,7.1,7.6,7.5,7.3
CVISIT00743,Prestige,2024-04-09,7.0,7.6,8.1,6.5,7.5
CVISIT00744,Prestige,2026-03-06,6.0,7.9,8.5,8.7,7.6
CVISIT00745,Sobha Aurum,2024-12-19,7.4,5.4,8.3,8.9,7.7
CVISIT00746,Mahagun Manorial,2025-02-21,7.9,5.4,7.2,5.6,6.4
CVISIT00747,Prestige,2024-10-29,6.4,9.5,6.9,9.7,7.9
CVISIT00748,Mahagun Manorial,2026-06-03,6.6,5.5,5.5,7.3,6.4
CVISIT00749,Sobha Aurum,2026-08-03,6.0,6.6,8.5,6.3,6.9
CVISIT00750,Sobha Aurum,2025-06-23,6.3,8.6,8.6,7.6,7.8
CVISIT00751,Sobha Aurum,2025-08-31,9.2,6.7,7.5,6.5,7.0
CVISIT00752,Prestige,2025-04-01,6.0,8.9,7.4,7.8,7.4
CVISIT00753,Sobha Aurum,2024-06-06,8.5,7.0,8.0,7.3,7.7
CVISIT00754,Prestige,2026-05-09,6.4,8.5,10.0,8.1,8.5
CVISIT00755,Prestige,2025-06-27,4.6,7.7,7.6,9.7,8.1
CVISIT00756,Sobha Aurum,2026-09-27,8.1,7.8,9.0,6.7,7.1
CVISIT00757,Prestige,2026-01-18,4.0,7.8,8.4,9.4,8.3
CVISIT00758,Prestige,2026-02-14,5.2,8.8,7.2,8.2,7.2
CVISIT00759,Prestige,2025-03-05,5.7,8.6,6.5,6.7,7.2
CVISIT00760,Mahagun Manorial,2024-06-15,6.9,5.8,6.6,7.0,6.9
CVISIT00761,Sobha Aurum,2026-07-14,7.2,6.1,9.0,8.2,8.2
CVISIT00762,Mahagun Manorial,2026-04-18,7.4,6.0,6.2,8.6,7.2
CVISIT00763,Prestige,2026-09-17,5.6,7.9,7.3,8.2,7.2
CVISIT00764,Sobha Aurum,2026-01-26,7.4,7.2,9.6,6.3,7.5
CVISIT00765,Prestige,2025-07-25,5.4,6.8,6.3,7.8,6.8
CVISIT00766,Mahagun Manorial,2025-09-03,5.3,6.2,5.8,6.1,5.8
CVISIT00767,Sobha Aurum,2025-04-11,4.7,8.3,9.2,6.3,6.9
CVISIT00768,Mahagun Manorial,2024-07-04,9.7,3.9,7.7,5.3,6.5
CVISIT00769,Prestige,2025-07-18,5.2,7.8,7.8,7.5,7.5
CVISIT00770,Prestige,2026-12-31,6.1,8.3,9.9,8.7,8.6
CVISIT00771,Prestige,2025-06-15,4.9,7.1,8.1,8.8,7.4
CVISIT00772,Sobha Aurum,2026-09-16,7.5,5.9,8.5,7.0,7.4
CVISIT00773,Prestige,2024-07-20,7.2,7.4,7.5,9.2,8.3
CVISIT00774,Sobha Aurum,2025-07-26,6.7,6.0,7.0,5.9,6.3
CVISIT00775,Mahagun Manorial,2025-11-08,4.3,5.8,6.8,6.3,5.7
CVISIT00776,Mahagun Manorial,2024-10-27,10.0,4.6,7.0,5.8,6.2
CVISIT00777,Mahagun Manorial,2025-05-04,7.2,7.6,7.4,7.1,7.3
CVISIT00778,Mahagun Manorial,2024-07-15,8.4,5.7,7.0,6.9,7.3
CVISIT00779,Prestige,2026-03-28,5.9,7.5,7.2,9.3,8.0
CVISIT00780,Mahagun Manorial,2026-05-30,6.9,6.1,6.5,7.2,6.8
CVISIT00781,Prestige,2025-04-27,4.6,7.1,7.0,9.0,7.4
CVISIT00782,Prestige,2024-12-04,4.8,6.5,7.9,8.1,7.5
CVISIT00783,Mahagun Manorial,2026-01-09,8.4,6.8,6.6,4.0,6.1
CVISIT00784,Prestige,2024-08-09,5.6,9.7,7.2,9.2,8.4
CVISIT00785,Mahagun Manorial,2025-08-17,8.2,7.1,6.7,5.3,6.6
CVISIT00786,Prestige,2024-09-06,5.3,8.6,9.1,8.2,7.8
CVISIT00787,Sobha Aurum,2024-04-22,5.7,8.4,8.2,9.1,8.0
CVISIT00788,Prestige,2024-12-29,6.4,7.9,7.7,8.0,7.8
CVISIT00789,Mahagun Manorial,2025-04-12,8.7,5.4,5.9,4.9,6.4
CVISIT00790,Mahagun Manorial,2024-08-01,8.5,6.9,6.1,6.0,6.9
CVISIT00791,Prestige,2025-02-14,6.4,7.6,7.7,8.7,8.0
CVISIT00792,Prestige,2025-02-22,4.6,7.3,7.9,8.7,7.6
CVISIT00793,Sobha Aurum,2025-11-30,6.3,6.9,7.4,8.2,7.3
CVISIT00794,Mahagun Manorial,2026-01-02,5.8,6.2,7.7,5.8,6.8
CVISIT00795,Sobha Aurum,2025-06-07,5.9,5.7,9.2,8.0,7.3
CVISIT00796,Sobha Aurum,2026-05-02,6.2,8.5,8.7,6.9,6.9
CVISIT00797,Sobha Aurum,2025-10-09,5.5,7.2,9.3,7.3,6.7
CVISIT00798,Prestige,2025-02-25,5.8,7.6,6.6,9.1,6.9
CVISIT00799,Prestige,2024-11-13,6.2,6.7,7.4,8.9,7.5
CVISIT00800,Mahagun Manorial,2025-09-23,6.5,6.3,5.0,6.5,5.9
CVISIT00801,Mahagun Manorial,2024-09-13,8.5,5.2,8.7,6.3,7.3
CVISIT00802,Prestige,2024-12-25,5.0,8.6,7.2,9.8,7.8
CVISIT00803,Prestige,2024-06-08,3.4,7.5,9.2,7.9,7.2
CVISIT00804,Prestige,2025-04-30,5.3,8.2,9.0,6.1,7.3
CVISIT00805,Sobha Aurum,2026-07-11,8.7,8.3,8.9,9.7,9.5
CVISIT00806,Prestige,2025-11-17,4.6,8.7,8.3,9.3,7.3
CVISIT00807,Mahagun Manorial,2024-11-08,6.9,7.2,6.6,6.2,6.3
CVISIT00808,Mahagun Manorial,2024-03-05,8.1,6.3,5.5,6.7,7.0
CVISIT00809,Prestige,2025-01-26,5.0,8.7,7.5,9.6,8.0
CVISIT00810,Mahagun Manorial,2026-10-26,7.5,5.1,6.1,4.7,6.0
CVISIT00811,Prestige,2025-05-09,5.5,8.2,6.5,7.4,7.1
CVISIT00812,Mahagun Manorial,2025-10-31,8.8,6.3,6.4,5.7,6.8
CVISIT00813,Prestige,2025-10-20,5.3,6.5,6.3,7.0,6.4
CVISIT00814,Mahagun Manorial,2025-08-25,8.8,6.3,6.5,6.4,6.6
CVISIT00815,Prestige,2024-06-27,6.1,8.4,7.0,6.8,7.3
CVISIT00816,Sobha Aurum,2025-05-06,8.2,5.2,9.6,8.0,8.2
CVISIT00817,Sobha Aurum,2026-01-15,6.7,7.8,8.5,6.8,7.4
CVISIT00818,Prestige,2026-08-08,6.6,7.3,8.1,9.5,7.6
CVISIT00819,Prestige,2024-07-22,5.6,7.6,7.2,7.1,6.3
CVISIT00820,Sobha Aurum,2026-11-08,7.3,7.4,8.5,9.6,8.5
CVISIT00821,Mahagun Manorial,2026-02-14,9.6,4.3,6.7,5.3,7.1
CVISIT00822,Prestige,2025-12-21,7.6,7.3,7.4,7.0,7.8
CVISIT00823,Sobha Aurum,2025-04-07,6.3,6.2,6.6,6.8,6.6
CVISIT00824,Mahagun Manorial,2026-02-28,7.1,6.4,7.2,6.3,6.3
CVISIT00825,Prestige,2026-08-02,6.0,6.9,8.6,9.2,7.8
CVISIT00826,Mahagun Manorial,2024-05-06,8.0,4.1,7.2,5.3,6.2
CVISIT00827,Mahagun Manorial,2026-11-11,8.2,5.2,7.8,6.0,6.7
CVISIT00828,Mahagun Manorial,2026-12-28,9.2,6.5,8.2,5.1,7.5
CVISIT00829,Mahagun Manorial,2026-12-27,7.5,7.4,7.2,8.1,7.2
CVISIT00830,Prestige,2025-08-21,7.5,9.8,7.7,9.4,8.8
CVISIT00831,Sobha Aurum,2025-05-08,6.7,6.0,8.7,7.1,7.0
CVISIT00832,Prestige,2025-03-14,5.0,7.5,9.1,9.0,7.5
CVISIT00833,Sobha Aurum,2026-07-02,5.9,6.9,9.4,8.2,7.9
CVISIT00834,Mahagun Manorial,2025-07-27,6.4,4.1,5.9,8.5,6.9
CVISIT00835,Sobha Aurum,2026-02-18,5.4,5.3,9.4,6.8,7.0
CVISIT00836,Prestige,2026-05-25,6.0,6.3,7.6,8.1,6.7
CVISIT00837,Prestige,2025-07-12,4.9,7.6,6.6,8.5,6.8
CVISIT00838,Mahagun Manorial,2024-08-28,7.6,4.5,7.9,6.2,6.2
CVISIT00839,Prestige,2024-01-27,5.6,8.2,8.2,10.0,8.5
CVISIT00840,Prestige,2026-05-13,6.7,6.0,7.5,8.0,7.4
CVISIT00841,Mahagun Manorial,2026-05-28,8.2,5.1,7.3,7.6,6.8
CVISIT00842,Mahagun Manorial,2026-12-31,8.5,5.1,7.3,5.5,6.4
CVISIT00843,Mahagun Manorial,2024-06-19,9.4,4.5,6.4,5.9,6.4
CVISIT00844,Mahagun Manorial,2025-08-06,6.7,5.7,4.4,5.9,5.8
CVISIT00845,Sobha Aurum,2024-08-09,7.8,5.9,7.4,7.1,6.8
CVISIT00846,Mahagun Manorial,2025-02-21,8.0,5.7,6.3,5.8,6.3
CVISIT00847,Prestige,2024-06-03,7.1,7.1,7.3,8.4,7.7
CVISIT00848,Sobha Aurum,2025-07-15,5.6,8.2,8.2,8.5,7.4
CVISIT00849,Sobha Aurum,2024-01-31,8.2,7.1,8.7,8.0,8.1
CVISIT00850,Sobha Aurum,2026-03-18,6.9,4.7,8.4,6.5,6.8
CVISIT00851,Mahagun Manorial,2026-01-20,7.7,7.2,5.9,6.2,6.5
CVISIT00852,Sobha Aurum,2024-11-13,6.8,6.4,8.8,6.1,7.7
CVISIT00853,Prestige,2024-08-28,5.1,7.4,5.2,7.3,6.4
CVISIT00854,Sobha Aurum,2026-05-05,8.5,6.0,7.5,8.5,7.8
CVISIT00855,Prestige,2024-08-21,6.1,8.9,8.1,8.1,8.2
CVISIT00856,Sobha Aurum,2025-11-10,5.9,8.1,9.1,8.6,8.1
CVISIT00857,Sobha Aurum,2025-05-15,4.9,6.5,7.3,6.9,6.6
CVISIT00858,Prestige,2025-04-09,6.8,6.5,7.8,8.4,7.1
CVISIT00859,Mahagun Manorial,2026-05-16,8.4,6.8,7.0,6.0,6.7
CVISIT00860,Prestige,2025-04-14,4.8,10.0,8.6,9.2,8.0
CVISIT00861,Mahagun Manorial,2026-05-14,7.8,6.1,6.9,7.3,7.0
CVISIT00862,Sobha Aurum,2024-05-23,6.3,7.5,9.2,7.7,8.0
CVISIT00863,Sobha Aurum,2026-03-03,6.0,7.7,8.7,6.0,6.9
CVISIT00864,Sobha Aurum,2026-05-22,6.3,6.9,9.3,7.8,7.1
CVISIT00865,Prestige,2026-07-04,8.7,8.5,7.6,7.5,7.9
CVISIT00866,Sobha Aurum,2026-01-11,5.9,7.9,9.0,8.8,8.5
CVISIT00867,Prestige,2024-04-21,4.2,8.4,8.0,8.4,7.7
CVISIT00868,Sobha Aurum,2024-09-02,8.3,9.2,9.0,7.3,8.3
CVISIT00869,Sobha Aurum,2026-09-15,5.9,4.9,8.7,7.9,6.8
CVISIT00870,Mahagun Manorial,2026-03-13,7.5,5.8,6.2,7.9,6.9
CVISIT00871,Sobha Aurum,2025-02-10,7.1,7.3,8.1,7.8,7.5
CVISIT00872,Mahagun Manorial,2025-12-19,8.2,6.3,5.8,6.9,6.1
CVISIT00873,Sobha Aurum,2025-07-18,6.7,5.7,9.0,8.4,7.4
CVISIT00874,Mahagun Manorial,2025-06-07,5.8,6.5,7.0,6.5,6.3
CVISIT00875,Sobha Aurum,2026-08-05,7.5,7.9,9.0,8.6,8.6
CVISIT00876,Mahagun Manorial,2025-09-20,7.2,6.0,7.2,5.1,6.1
CVISIT00877,Mahagun Manorial,2024-07-28,6.9,4.1,7.2,6.7,6.1
CVISIT00878,Sobha Aurum,2024-08-11,6.7,6.7,8.8,7.9,7.7
CVISIT00879,Mahagun Manorial,2024-02-27,5.5,5.2,6.0,5.9,5.9
CVISIT00880,Prestige,2024-05-05,8.8,8.8,8.4,8.5,8.7
CVISIT00881,Prestige,2026-11-23,5.2,9.4,6.9,7.7,8.1
CVISIT00882,Prestige,2025-09-07,7.0,7.7,7.2,9.2,7.4
CVISIT00883,Sobha Aurum,2026-04-13,6.0,7.1,8.7,7.7,7.1
CVISIT00884,Sobha Aurum,2025-05-14,7.3,7.5,7.8,8.3,7.6
CVISIT00885,Sobha Aurum,2026-12-31,7.8,5.6,9.7,7.5,7.8
CVISIT00886,Prestige,2025-02-02,5.4,6.6,9.1,6.9,7.4
CVISIT00887,Prestige,2025-03-11,6.0,10.0,7.0,9.0,8.0
CVISIT00888,Prestige,2026-05-16,4.5,8.4,6.4,8.2,7.2
CVISIT00889,Sobha Aurum,2024-12-26,7.3,6.4,8.6,5.4,6.4
CVISIT00890,Prestige,2026-11-14,6.0,7.4,8.1,9.4,7.7
CVISIT00891,Prestige,2024-09-12,5.6,9.1,6.4,9.9,7.8
CVISIT00892,Prestige,2026-11-11,6.5,7.4,7.7,7.7,7.5
CVISIT00893,Sobha Aurum,2024-06-13,6.9,4.4,7.8,7.3,6.6
CVISIT00894,Prestige,2025-12-04,3.7,9.4,6.9,9.9,7.9
CVISIT00895,Sobha Aurum,2024-03-11,6.4,8.0,8.7,7.3,7.2
CVISIT00896,Sobha Aurum,2025-07-25,6.8,6.3,8.0,5.7,6.7
CVISIT00897,Sobha Aurum,2024-09-11,7.4,6.7,8.6,8.9,8.0
CVISIT00898,Sobha Aurum,2026-10-21,6.3,7.0,9.4,8.4,8.0
CVISIT00899,Sobha Aurum,2025-02-26,6.2,8.9,8.7,7.6,7.8
CVISIT00900,Prestige,2026-01-21,5.5,8.9,6.9,8.8,7.9
CVISIT00901,Mahagun Manorial,2026-01-31,5.8,6.4,6.4,6.6,5.9
CVISIT00902,Prestige,2026-06-01,7.1,7.9,8.7,9.1,8.0
CVISIT00903,Prestige,2026-04-12,7.5,8.3,8.7,9.0,8.0
CVISIT00904,Sobha Aurum,2025-10-23,7.6,7.6,8.4,8.0,7.9
CVISIT00905,Mahagun Manorial,2024-02-13,8.2,5.7,5.4,7.8,6.1
CVISIT00906,Prestige,2025-03-01,5.9,7.3,7.2,8.5,7.6
CVISIT00907,Prestige,2024-04-29,5.7,6.8,8.2,8.7,7.1
CVISIT00908,Prestige,2024-11-10,5.8,7.8,6.8,9.8,7.5
CVISIT00909,Prestige,2025-12-09,5.4,7.9,5.8,8.1,7.3
CVISIT00910,Sobha Aurum,2025-01-31,5.5,7.5,7.0,8.5,7.1
CVISIT00911,Prestige,2026-11-21,6.1,9.3,8.8,7.7,7.5
CVISIT00912,Sobha Aurum,2025-07-01,8.2,8.2,7.3,6.3,7.2
CVISIT00913,Mahagun Manorial,2025-07-05,7.9,6.1,7.3,6.5,7.0
CVISIT00914,Mahagun Manorial,2025-04-13,8.2,7.3,6.6,4.5,6.7
CVISIT00915,Mahagun Manorial,2026-02-01,9.3,6.4,7.0,5.6,6.8
CVISIT00916,Prestige,2024-11-22,6.3,9.3,7.1,7.8,7.7
CVISIT00917,Prestige,2025-09-16,4.7,7.9,8.9,7.9,7.5
CVISIT00918,Prestige,2025-12-07,5.8,8.1,7.5,10.0,7.6
CVISIT00919,Mahagun Manorial,2025-01-21,8.8,5.3,6.7,7.0,7.2
CVISIT00920,Prestige,2024-04-19,7.1,10.0,6.4,10.0,8.5
CVISIT00921,Prestige,2024-04-25,6.9,9.0,8.8,9.0,9.0
CVISIT00922,Mahagun Manorial,2025-08-07,7.9,7.0,5.1,4.7,5.7
CVISIT00923,Prestige,2025-05-03,5.7,7.9,8.6,9.2,7.8
CVISIT00924,Prestige,2024-02-26,5.9,7.1,5.8,7.8,6.8
CVISIT00925,Prestige,2026-06-21,5.5,9.1,7.0,8.5,7.4
CVISIT00926,Mahagun Manorial,2024-09-22,8.8,5.2,8.3,5.2,6.9
CVISIT00927,Sobha Aurum,2025-11-28,5.6,6.1,9.4,5.9,6.9
CVISIT00928,Prestige,2024-06-01,5.6,8.0,8.2,10.0,9.1
CVISIT00929,Sobha Aurum,2025-12-08,7.2,9.0,8.8,8.5,8.3
CVISIT00930,Mahagun Manorial,2025-06-17,9.3,7.4,6.7,5.5,6.7
CVISIT00931,Sobha Aurum,2024-12-14,4.8,6.6,8.9,8.8,6.9
CVISIT00932,Prestige,2025-07-25,3.9,8.7,6.9,6.7,6.9
CVISIT00933,Prestige,2025-11-01,6.8,7.2,7.6,7.2,7.2
CVISIT00934,Prestige,2026-09-23,7.6,9.1,8.4,7.1,7.9
CVISIT00935,Mahagun Manorial,2024-10-14,6.1,6.3,5.3,7.5,6.6
CVISIT00936,Prestige,2024-02-27,4.9,8.9,7.7,8.2,7.7
CVISIT00937,Mahagun Manorial,2025-03-16,7.8,6.5,6.1,6.5,5.9
CVISIT00938,Prestige,2025-09-07,5.8,6.5,9.1,7.9,7.6
CVISIT00939,Prestige,2024-02-11,5.0,7.1,8.2,8.9,7.6
CVISIT00940,Mahagun Manorial,2025-01-23,7.6,6.0,7.4,5.4,6.4
CVISIT00941,Prestige,2024-09-10,5.2,8.7,7.4,9.3,8.2
CVISIT00942,Sobha Aurum,2026-12-01,7.0,8.1,7.7,8.3,7.8
CVISIT00943,Sobha Aurum,2024-01-23,7.9,7.9,7.3,7.8,8.0
CVISIT00944,Mahagun Manorial,2026-01-11,5.7,6.1,6.2,6.0,5.6
CVISIT00945,Prestige,2026-11-08,5.0,6.5,6.6,8.0,6.6
CVISIT00946,Mahagun Manorial,2024-04-14,8.7,5.8,8.0,5.2,6.8
CVISIT00947,Prestige,2024-09-20,6.2,6.9,8.5,7.6,7.0
CVISIT00948,Prestige,2026-07-24,6.4,6.5,5.9,7.8,7.0
CVISIT00949,Sobha Aurum,2024-08-09,6.1,8.2,7.6,7.2,7.4
CVISIT00950,Prestige,2024-06-14,6.4,7.4,8.0,8.6,7.7
CVISIT00951,Mahagun Manorial,2026-04-22,7.5,5.1,7.5,7.9,6.7
CVISIT00952,Sobha Aurum,2026-11-09,6.5,6.4,8.7,7.3,7.3
CVISIT00953,Sobha Aurum,2026-02-07,7.1,6.5,9.3,7.5,7.8
CVISIT00954,Prestige,2025-06-05,3.9,6.2,9.1,8.4,7.5
CVISIT00955,Mahagun Manorial,2025-12-08,8.2,7.3,5.7,5.3,6.8
CVISIT00956,Sobha Aurum,2024-04-30,4.9,6.0,7.2,7.8,6.0
CVISIT00957,Mahagun Manorial,2026-03-31,8.0,6.6,6.2,4.8,6.4
CVISIT00958,Sobha Aurum,2024-05-26,5.6,5.7,8.4,7.7,7.3
CVISIT00959,Prestige,2026-01-29,6.9,6.8,8.0,7.1,7.5
CVISIT00960,Prestige,2025-07-21,5.0,8.1,6.5,9.0,7.2
CVISIT00961,Mahagun Manorial,2025-12-13,6.4,6.0,7.3,8.7,7.5
CVISIT00962,Prestige,2025-05-26,4.8,10.0,8.4,9.0,8.1
CVISIT00963,Prestige,2025-03-30,5.0,7.5,7.0,7.6,7.1
CVISIT00964,Sobha Aurum,2025-03-05,6.0,7.8,8.2,7.4,7.5
CVISIT00965,Mahagun Manorial,2026-01-02,5.4,8.1,7.0,4.9,6.6
CVISIT00966,Sobha Aurum,2024-01-10,5.3,5.8,8.0,7.8,7.3
CVISIT00967,Prestige,2024-01-06,4.9,6.6,8.8,8.5,7.3
CVISIT00968,Sobha Aurum,2024-06-12,3.3,7.2,9.3,7.8,7.1
CVISIT00969,Mahagun Manorial,2025-01-06,7.8,6.8,7.6,6.1,7.1
CVISIT00970,Prestige,2026-12-12,4.1,8.1,9.2,6.9,7.5
CVISIT00971,Prestige,2025-02-21,4.7,9.0,7.3,9.2,7.6
CVISIT00972,Mahagun Manorial,2024-01-29,9.2,5.5,5.4,6.0,6.5
CVISIT00973,Sobha Aurum,2026-08-02,7.4,4.5,10.0,6.9,7.2
CVISIT00974,Prestige,2026-07-03,5.7,10.0,8.9,7.4,8.4
