Lead_ID,Customer_ID,Lead_Date,Lead_Source,Campaign_ID,Project,Lead_Status,Interest_Score,Budget_Fit,Sales_Executive_ID
LEAD05573,CUST03725,2026-12-31,Google Search,,Godrej Riverine,Contacted,9,Partial,EXEC27
LEAD05574,CUST03726,2026-04-28,Referral,,Godrej Riverine,Contacted,7,Partial,EXEC16
LEAD05575,CUST03726,2026-12-11,LinkedIn,CAMP063,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC21
LEAD05576,CUST03727,2026-03-19,Metro Branding,CAMP008,Godrej Riverine,Negotiation,6,Yes,EXEC13
LEAD05577,CUST03728,2026-08-29,Google Ads,CAMP024,Godrej Riverine,New,1,Yes,EXEC29
LEAD05578,CUST03729,2026-12-27,Walk-In,,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC12
LEAD05579,CUST03730,2024-11-06,Walk-In,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC09
LEAD05580,CUST03730,2025-08-02,Metro Branding,CAMP039,Godrej Riverine,Qualified,7,Yes,EXEC17
LEAD05581,CUST03730,2025-10-18,Referral,,Godrej Riverine,Contacted,4,Yes,EXEC10
LEAD05582,CUST03730,2025-12-09,Google Search,,Godrej Riverine,Negotiation,2,No,EXEC28
LEAD05583,CUST03731,2025-04-25,Housing.com,,Godrej Riverine,New,5,Yes,EXEC04
LEAD05584,CUST03732,2025-07-20,Housing.com,,Godrej Riverine,Contacted,8,Partial,EXEC30
LEAD05585,CUST03732,2026-04-20,99acres,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC14
LEAD05586,CUST03733,2024-10-15,MagicBricks,,Godrej Riverine,Contacted,6,Partial,EXEC17
LEAD05587,CUST03734,2025-09-26,99acres,,Godrej Riverine,Site Visit Scheduled,7,Partial,EXEC21
LEAD05588,CUST03735,2026-04-08,Referral,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC14
LEAD05589,CUST03736,2024-10-10,MagicBricks,,Godrej Riverine,Site Visit Scheduled,4,Partial,EXEC27
LEAD05590,CUST03736,2024-12-18,Instagram,CAMP014,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC26
LEAD05591,CUST03737,2026-07-26,Housing.com,,Godrej Riverine,Contacted,6,Yes,EXEC29
LEAD05592,CUST03738,2025-04-27,Referral,,Godrej Riverine,Qualified,5,No,EXEC24
LEAD05593,CUST03739,2026-05-01,Channel Partner,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC30
LEAD05594,CUST03740,2026-01-29,MagicBricks,,Godrej Riverine,New,5,Partial,EXEC02
LEAD05595,CUST03741,2024-12-14,Google Search,,Godrej Riverine,Qualified,5,Partial,EXEC04
LEAD05596,CUST03741,2025-07-02,Instagram,CAMP143,Godrej Riverine,Qualified,4,Yes,EXEC09
LEAD05597,CUST03742,2024-01-31,Google Ads,CAMP053,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC25
LEAD05598,CUST03743,2026-04-11,Walk-In,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC11
LEAD05599,CUST03744,2025-12-05,Channel Partner,,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC30
LEAD05600,CUST03744,2026-07-16,Google Ads,CAMP066,Godrej Riverine,Qualified,8,No,EXEC04
LEAD05601,CUST03745,2026-05-15,Facebook,CAMP139,Godrej Riverine,New,1,Partial,EXEC05
LEAD05602,CUST03746,2026-01-05,Instagram,CAMP133,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC25
LEAD05603,CUST03747,2025-07-25,Facebook,CAMP043,Godrej Riverine,Qualified,6,Yes,EXEC24
LEAD05604,CUST03747,2025-10-05,Walk-In,,Godrej Riverine,New,3,Yes,EXEC27
LEAD05605,CUST03748,2024-02-12,Instagram,CAMP119,Godrej Riverine,New,3,Yes,EXEC26
LEAD05606,CUST03749,2024-05-13,Referral,,Godrej Riverine,Not Interested / Lost,7,Yes,EXEC27
LEAD05607,CUST03750,2025-01-09,Facebook,CAMP124,Godrej Riverine,Contacted,4,Yes,EXEC16
LEAD05608,CUST03751,2026-10-22,Google Ads,CAMP040,Godrej Riverine,Contacted,3,Partial,EXEC07
LEAD05609,CUST03752,2025-05-30,Google Search,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC26
LEAD05610,CUST03753,2024-12-02,Google Ads,CAMP127,Godrej Riverine,Negotiation,6,Partial,EXEC01
LEAD05611,CUST03754,2025-09-16,Google Ads,CAMP097,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC08
LEAD05612,CUST03755,2024-09-01,Referral,,Godrej Riverine,Qualified,6,Partial,EXEC07
LEAD05613,CUST03756,2024-07-18,Walk-In,,Godrej Riverine,Contacted,10,Partial,EXEC10
LEAD05614,CUST03757,2025-07-21,Google Search,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC29
LEAD05615,CUST03758,2026-11-24,Metro Branding,CAMP123,Godrej Riverine,Contacted,2,No,EXEC08
LEAD05616,CUST03759,2026-10-22,Google Search,,Godrej Riverine,Converted,8,No,EXEC28
LEAD05617,CUST03760,2025-01-27,Referral,,Godrej Riverine,Converted,7,No,EXEC09
LEAD05618,CUST03761,2024-10-13,Channel Partner,,Godrej Riverine,Contacted,7,Yes,EXEC08
LEAD05619,CUST03762,2026-03-30,Instagram,CAMP109,Godrej Riverine,Qualified,4,Yes,EXEC30
LEAD05620,CUST03763,2026-06-09,Facebook,CAMP139,Godrej Riverine,New,3,Yes,EXEC03
LEAD05621,CUST03764,2026-08-31,Metro Branding,CAMP117,Godrej Riverine,Contacted,2,No,EXEC06
LEAD05622,CUST03764,2026-12-01,Referral,,Godrej Riverine,Converted,8,No,EXEC06
LEAD05623,CUST03764,2026-12-31,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC07
LEAD05624,CUST03765,2025-12-06,Channel Partner,,Godrej Riverine,New,1,Partial,EXEC21
LEAD05625,CUST03766,2025-12-22,Referral,,Godrej Riverine,Qualified,1,Partial,EXEC13
LEAD05626,CUST03767,2025-07-23,Referral,,Godrej Riverine,Contacted,6,Yes,EXEC10
LEAD05627,CUST03768,2024-12-15,Newspaper Insert,CAMP137,Godrej Riverine,Qualified,7,Yes,EXEC02
LEAD05628,CUST03769,2026-04-09,Google Ads,CAMP041,Godrej Riverine,Site Visit Scheduled,8,Partial,EXEC24
LEAD05629,CUST03770,2025-10-01,99acres,,Godrej Riverine,New,3,Yes,EXEC10
LEAD05630,CUST03771,2024-08-10,Housing.com,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC15
LEAD05631,CUST03772,2024-10-13,Walk-In,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC03
LEAD05632,CUST03773,2025-09-07,Housing.com,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC01
LEAD05633,CUST03774,2024-08-20,Newspaper Insert,CAMP150,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC11
LEAD05634,CUST03775,2026-10-10,Google Search,,Godrej Riverine,Negotiation,9,Partial,EXEC10
LEAD05635,CUST03776,2026-12-27,Referral,,Godrej Riverine,Site Visit Scheduled,1,No,EXEC11
LEAD05636,CUST03776,2026-12-31,Channel Partner,,Godrej Riverine,Contacted,9,Yes,EXEC05
LEAD05637,CUST03776,2026-12-31,Instagram,CAMP065,Godrej Riverine,Negotiation,6,Yes,EXEC08
LEAD05638,CUST03777,2025-11-20,Facebook,CAMP030,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC21
LEAD05639,CUST03778,2024-08-01,Walk-In,,Godrej Riverine,Qualified,5,Yes,EXEC23
LEAD05640,CUST03779,2025-03-10,Facebook,CAMP016,Godrej Riverine,Qualified,3,Partial,EXEC15
LEAD05641,CUST03780,2024-02-09,Facebook,CAMP094,Godrej Riverine,Converted,8,No,EXEC26
LEAD05642,CUST03781,2025-08-04,Newspaper Insert,CAMP101,Godrej Riverine,Converted,7,Partial,EXEC28
LEAD05643,CUST03782,2026-04-16,Referral,,Godrej Riverine,Contacted,4,No,EXEC21
LEAD05644,CUST03783,2025-11-13,Google Ads,CAMP036,Godrej Riverine,Site Visit Scheduled,4,Yes,EXEC13
LEAD05645,CUST03784,2025-03-25,MagicBricks,,Godrej Riverine,Site Visit Scheduled,1,Yes,EXEC26
LEAD05646,CUST03785,2026-08-19,Instagram,CAMP067,Godrej Riverine,Contacted,6,Yes,EXEC24
LEAD05647,CUST03786,2026-10-26,Google Search,,Godrej Riverine,New,3,Yes,EXEC10
LEAD05648,CUST03787,2024-06-28,Google Search,,Godrej Riverine,Contacted,3,Partial,EXEC23
LEAD05649,CUST03788,2025-01-21,Google Search,,Godrej Riverine,Qualified,5,Partial,EXEC12
LEAD05650,CUST03789,2025-11-25,Channel Partner,,Godrej Riverine,Contacted,3,Yes,EXEC30
LEAD05651,CUST03790,2024-10-26,Channel Partner,,Godrej Riverine,Qualified,5,Yes,EXEC21
LEAD05652,CUST03791,2025-02-20,Google Ads,CAMP147,Godrej Riverine,Not Interested / Lost,4,No,EXEC29
LEAD05653,CUST03791,2025-11-12,Walk-In,,Godrej Riverine,Contacted,7,Yes,EXEC27
LEAD05654,CUST03792,2025-12-05,Google Ads,CAMP036,Godrej Riverine,Qualified,5,Yes,EXEC09
LEAD05655,CUST03793,2024-10-15,Walk-In,,Godrej Riverine,Converted,9,Partial,EXEC17
LEAD05656,CUST03793,2024-11-19,Google Ads,CAMP038,Godrej Riverine,Negotiation,10,Yes,EXEC29
LEAD05657,CUST03794,2025-02-03,Google Search,,Godrej Riverine,Contacted,7,Yes,EXEC23
LEAD05658,CUST03794,2025-06-15,Google Ads,CAMP021,Godrej Riverine,Qualified,9,Yes,EXEC23
LEAD05659,CUST03795,2024-06-04,LinkedIn,CAMP125,Godrej Riverine,Not Interested / Lost,6,No,EXEC30
LEAD05660,CUST03796,2026-05-07,Google Search,,Godrej Riverine,New,2,Yes,EXEC28
LEAD05661,CUST03797,2025-01-20,Google Ads,CAMP007,Godrej Riverine,New,6,Yes,EXEC24
LEAD05662,CUST03797,2025-07-04,Google Search,,Godrej Riverine,Qualified,4,Yes,EXEC16
LEAD05663,CUST03798,2024-05-12,Google Search,,Godrej Riverine,Qualified,7,Yes,EXEC14
LEAD05664,CUST03799,2026-03-03,99acres,,Godrej Riverine,Not Interested / Lost,7,No,EXEC21
LEAD05665,CUST03800,2024-11-25,Referral,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC28
LEAD05666,CUST03801,2025-10-02,Referral,,Godrej Riverine,Qualified,5,Partial,EXEC20
LEAD05667,CUST03802,2025-05-09,Referral,,Godrej Riverine,Site Visit Scheduled,7,No,EXEC15
LEAD05668,CUST03803,2024-07-23,Google Search,,Godrej Riverine,Qualified,5,Partial,EXEC28
LEAD05669,CUST03803,2024-09-08,Instagram,CAMP136,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC20
LEAD05670,CUST03804,2025-04-26,Google Ads,CAMP075,Godrej Riverine,Contacted,6,Yes,EXEC01
LEAD05671,CUST03804,2025-10-06,99acres,,Godrej Riverine,Contacted,8,Yes,EXEC11
LEAD05672,CUST03805,2025-12-16,LinkedIn,CAMP045,Godrej Riverine,Qualified,7,Yes,EXEC01
LEAD05673,CUST03806,2025-01-17,Instagram,CAMP014,Godrej Riverine,Site Visit Scheduled,5,No,EXEC24
LEAD05674,CUST03807,2025-02-07,Google Search,,Godrej Riverine,Site Visit Scheduled,4,Yes,EXEC23
LEAD05675,CUST03808,2024-11-04,Channel Partner,,Godrej Riverine,Contacted,5,Yes,EXEC26
LEAD05676,CUST03809,2025-01-22,LinkedIn,CAMP086,Godrej Riverine,Qualified,2,Partial,EXEC05
LEAD05677,CUST03810,2026-11-18,Newspaper Insert,CAMP112,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC25
LEAD05678,CUST03811,2024-02-09,Metro Branding,CAMP076,Godrej Riverine,Not Interested / Lost,4,Yes,EXEC29
LEAD05679,CUST03812,2026-02-17,Google Ads,CAMP080,Godrej Riverine,Site Visit Scheduled,8,Partial,EXEC24
LEAD05680,CUST03812,2026-03-15,Instagram,CAMP109,Godrej Riverine,Not Interested / Lost,6,No,EXEC07
LEAD05681,CUST03812,2026-06-22,MagicBricks,,Godrej Riverine,Qualified,8,No,EXEC25
LEAD05682,CUST03813,2024-06-14,Metro Branding,CAMP009,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC28
LEAD05683,CUST03813,2024-10-21,Channel Partner,,Godrej Riverine,Contacted,4,Yes,EXEC28
LEAD05684,CUST03814,2024-12-11,Referral,,Godrej Riverine,Contacted,3,Yes,EXEC13
LEAD05685,CUST03815,2025-09-07,Google Ads,CAMP121,Godrej Riverine,Converted,7,Partial,EXEC18
LEAD05686,CUST03815,2026-02-07,Newspaper Insert,CAMP017,Godrej Riverine,Negotiation,8,Yes,EXEC02
LEAD05687,CUST03816,2026-01-30,Google Ads,CAMP022,Godrej Riverine,Contacted,8,Partial,EXEC02
LEAD05688,CUST03817,2026-08-21,Instagram,CAMP011,Godrej Riverine,Converted,7,Partial,EXEC21
LEAD05689,CUST03818,2026-03-30,Google Search,,Godrej Riverine,Negotiation,3,Yes,EXEC06
LEAD05690,CUST03818,2026-05-22,Google Ads,CAMP004,Godrej Riverine,Converted,9,Yes,EXEC10
LEAD05691,CUST03819,2025-11-09,Newspaper Insert,CAMP150,Godrej Riverine,Negotiation,5,Yes,EXEC26
LEAD05692,CUST03820,2026-08-28,MagicBricks,,Godrej Riverine,Contacted,6,Partial,EXEC05
LEAD05693,CUST03821,2026-09-21,Google Search,,Godrej Riverine,Qualified,9,No,EXEC18
LEAD05694,CUST03822,2025-03-02,Walk-In,,Godrej Riverine,Converted,7,Partial,EXEC11
LEAD05695,CUST03823,2026-04-28,Google Ads,CAMP064,Godrej Riverine,New,4,Yes,EXEC18
LEAD05696,CUST03824,2026-12-31,Facebook,CAMP124,Godrej Riverine,New,4,Yes,EXEC15
LEAD05697,CUST03824,2026-12-31,Channel Partner,,Godrej Riverine,Contacted,4,Yes,EXEC13
LEAD05698,CUST03824,2026-12-31,Facebook,CAMP083,Godrej Riverine,Qualified,3,Partial,EXEC23
LEAD05699,CUST03824,2026-12-31,Metro Branding,CAMP120,Godrej Riverine,Contacted,8,Partial,EXEC04
LEAD05700,CUST03824,2026-12-31,Newspaper Insert,CAMP140,Godrej Riverine,Qualified,9,Partial,EXEC24
LEAD05701,CUST03825,2026-12-09,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC06
LEAD05702,CUST03825,2026-12-31,Newspaper Insert,CAMP028,Godrej Riverine,Contacted,6,Partial,EXEC25
LEAD05703,CUST03825,2026-12-31,Channel Partner,,Godrej Riverine,Not Interested / Lost,4,No,EXEC08
LEAD05704,CUST03826,2025-03-26,MagicBricks,,Godrej Riverine,Contacted,4,Partial,EXEC16
LEAD05705,CUST03827,2025-07-27,Google Ads,CAMP100,Godrej Riverine,Contacted,8,Yes,EXEC05
LEAD05706,CUST03828,2026-04-09,Housing.com,,Godrej Riverine,Contacted,4,Yes,EXEC12
LEAD05707,CUST03829,2026-01-28,Referral,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC22
LEAD05708,CUST03830,2025-03-09,Housing.com,,Godrej Riverine,Site Visit Scheduled,8,Yes,EXEC02
LEAD05709,CUST03830,2025-05-12,99acres,,Godrej Riverine,New,3,Yes,EXEC20
LEAD05710,CUST03831,2026-08-19,Google Search,,Godrej Riverine,Contacted,6,Partial,EXEC07
LEAD05711,CUST03831,2026-12-31,Google Search,,Godrej Riverine,Qualified,6,No,EXEC12
LEAD05712,CUST03831,2026-12-31,99acres,,Godrej Riverine,New,4,No,EXEC15
LEAD05713,CUST03832,2026-02-26,Referral,,Godrej Riverine,Contacted,2,Yes,EXEC05
LEAD05714,CUST03833,2026-06-26,Google Search,,Godrej Riverine,New,6,Partial,EXEC13
LEAD05715,CUST03833,2026-09-25,Channel Partner,,Godrej Riverine,New,5,No,EXEC11
LEAD05716,CUST03834,2026-12-19,Google Search,,Godrej Riverine,Contacted,4,Partial,EXEC11
LEAD05717,CUST03835,2026-07-01,99acres,,Godrej Riverine,New,4,Partial,EXEC11
LEAD05718,CUST03835,2026-12-31,Facebook,CAMP083,Godrej Riverine,Not Interested / Lost,1,No,EXEC05
LEAD05719,CUST03836,2025-09-17,Referral,,Godrej Riverine,Site Visit Scheduled,3,Yes,EXEC27
LEAD05720,CUST03837,2026-08-18,Google Search,,Godrej Riverine,Contacted,1,Yes,EXEC11
LEAD05721,CUST03838,2025-10-19,LinkedIn,CAMP063,Godrej Riverine,Converted,8,Yes,EXEC22
LEAD05722,CUST03838,2026-01-08,Channel Partner,,Godrej Riverine,Qualified,3,Yes,EXEC04
LEAD05723,CUST03839,2024-10-07,Facebook,CAMP043,Godrej Riverine,Not Interested / Lost,5,No,EXEC28
LEAD05724,CUST03840,2025-01-07,LinkedIn,CAMP086,Godrej Riverine,Qualified,2,No,EXEC16
LEAD05725,CUST03841,2024-08-24,Instagram,CAMP093,Godrej Riverine,Contacted,5,Yes,EXEC19
LEAD05726,CUST03842,2024-08-01,Walk-In,,Godrej Riverine,New,4,Partial,EXEC09
LEAD05727,CUST03842,2024-09-03,Facebook,CAMP043,Godrej Riverine,Not Interested / Lost,5,Partial,EXEC12
LEAD05728,CUST03843,2025-10-02,Walk-In,,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC05
LEAD05729,CUST03843,2026-04-03,Google Search,,Godrej Riverine,Site Visit Scheduled,1,Yes,EXEC02
LEAD05730,CUST03843,2026-08-29,Google Search,,Godrej Riverine,Qualified,5,Partial,EXEC20
LEAD05731,CUST03844,2026-04-25,Google Ads,CAMP041,Godrej Riverine,Contacted,8,No,EXEC19
LEAD05732,CUST03845,2026-04-20,Google Search,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC04
LEAD05733,CUST03846,2026-05-29,Google Search,,Godrej Riverine,Contacted,3,Yes,EXEC28
LEAD05734,CUST03847,2026-05-03,Google Ads,CAMP025,Godrej Riverine,Not Interested / Lost,3,No,EXEC24
LEAD05735,CUST03847,2026-12-31,Google Search,,Godrej Riverine,Qualified,6,Yes,EXEC10
LEAD05736,CUST03848,2026-08-21,Google Search,,Godrej Riverine,Contacted,2,Yes,EXEC18
LEAD05737,CUST03848,2026-09-16,MagicBricks,,Godrej Riverine,Site Visit Scheduled,6,Yes,EXEC28
LEAD05738,CUST03849,2025-12-10,Google Ads,CAMP036,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC11
LEAD05739,CUST03850,2025-01-20,Instagram,CAMP014,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC14
LEAD05740,CUST03851,2025-05-04,MagicBricks,,Godrej Riverine,New,8,Yes,EXEC06
LEAD05741,CUST03852,2024-08-20,Referral,,Godrej Riverine,New,4,Yes,EXEC07
LEAD05742,CUST03853,2024-06-10,Walk-In,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC07
LEAD05743,CUST03854,2025-05-14,Google Ads,CAMP115,Godrej Riverine,New,3,No,EXEC17
LEAD05744,CUST03854,2025-12-25,Metro Branding,CAMP046,Godrej Riverine,Converted,7,Partial,EXEC26
LEAD05745,CUST03855,2025-05-05,Google Ads,CAMP075,Godrej Riverine,Qualified,1,No,EXEC05
LEAD05746,CUST03855,2026-02-07,Metro Branding,CAMP006,Godrej Riverine,New,2,Partial,EXEC27
LEAD05747,CUST03856,2025-09-07,Facebook,CAMP110,Godrej Riverine,Not Interested / Lost,7,No,EXEC12
LEAD05748,CUST03857,2024-03-01,99acres,,Godrej Riverine,Converted,9,Yes,EXEC14
LEAD05749,CUST03858,2025-11-23,99acres,,Godrej Riverine,Contacted,3,Yes,EXEC22
LEAD05750,CUST03859,2024-03-09,Instagram,CAMP119,Godrej Riverine,Converted,9,Partial,EXEC11
LEAD05751,CUST03859,2024-07-26,Channel Partner,,Godrej Riverine,Not Interested / Lost,2,Partial,EXEC26
LEAD05752,CUST03860,2026-05-02,Google Search,,Godrej Riverine,Contacted,5,Partial,EXEC17
LEAD05753,CUST03861,2024-08-20,Instagram,CAMP072,Godrej Riverine,Contacted,2,Partial,EXEC02
LEAD05754,CUST03862,2026-03-21,Newspaper Insert,CAMP017,Godrej Riverine,Contacted,2,Yes,EXEC10
LEAD05755,CUST03863,2025-10-26,Facebook,CAMP015,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC02
LEAD05756,CUST03864,2025-01-01,Instagram,CAMP014,Godrej Riverine,Converted,7,Partial,EXEC11
LEAD05757,CUST03865,2025-03-27,Google Search,,Godrej Riverine,New,4,Partial,EXEC04
LEAD05758,CUST03866,2026-03-17,LinkedIn,CAMP086,Godrej Riverine,Qualified,3,No,EXEC12
LEAD05759,CUST03867,2025-12-19,Instagram,CAMP128,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC12
LEAD05760,CUST03868,2026-06-18,Google Search,,Godrej Riverine,Qualified,6,Partial,EXEC21
LEAD05761,CUST03869,2024-12-05,Google Ads,CAMP127,Godrej Riverine,Not Interested / Lost,1,Yes,EXEC30
LEAD05762,CUST03869,2024-12-27,Google Search,,Godrej Riverine,New,5,Yes,EXEC04
LEAD05763,CUST03869,2025-05-09,Referral,,Godrej Riverine,Not Interested / Lost,4,Partial,EXEC11
LEAD05764,CUST03869,2025-06-24,Channel Partner,,Godrej Riverine,Converted,8,Yes,EXEC17
LEAD05765,CUST03869,2025-12-06,99acres,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC09
LEAD05766,CUST03869,2026-05-17,Google Search,,Godrej Riverine,Qualified,6,Yes,EXEC13
LEAD05767,CUST03870,2026-03-27,Referral,,Godrej Riverine,Not Interested / Lost,7,No,EXEC23
LEAD05768,CUST03871,2025-01-22,Referral,,Godrej Riverine,Qualified,4,Yes,EXEC08
LEAD05769,CUST03872,2026-03-09,Google Ads,CAMP041,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC24
LEAD05770,CUST03872,2026-07-27,Instagram,CAMP067,Godrej Riverine,New,7,Yes,EXEC27
LEAD05771,CUST03873,2026-01-20,Referral,,Godrej Riverine,Contacted,1,Yes,EXEC07
LEAD05772,CUST03873,2026-05-01,Channel Partner,,Godrej Riverine,Contacted,4,Yes,EXEC08
LEAD05773,CUST03873,2026-06-12,Google Ads,CAMP025,Godrej Riverine,Contacted,4,Yes,EXEC02
LEAD05774,CUST03874,2025-03-01,Walk-In,,Godrej Riverine,Site Visit Scheduled,7,Yes,EXEC12
LEAD05775,CUST03875,2025-01-08,MagicBricks,,Godrej Riverine,Contacted,3,Yes,EXEC06
LEAD05776,CUST03876,2025-01-27,Google Search,,Godrej Riverine,Qualified,4,Yes,EXEC18
LEAD05777,CUST03876,2025-03-29,Housing.com,,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC05
LEAD05778,CUST03877,2024-05-13,MagicBricks,,Godrej Riverine,Contacted,2,No,EXEC30
LEAD05779,CUST03878,2025-05-17,Google Search,,Godrej Riverine,New,2,No,EXEC17
LEAD05780,CUST03879,2025-03-01,Newspaper Insert,CAMP082,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC25
LEAD05781,CUST03880,2026-03-28,MagicBricks,,Godrej Riverine,Contacted,5,Yes,EXEC11
LEAD05782,CUST03880,2026-04-13,Walk-In,,Godrej Riverine,Not Interested / Lost,9,Yes,EXEC11
LEAD05783,CUST03881,2024-05-10,Google Ads,CAMP129,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC16
LEAD05784,CUST03882,2024-09-30,Referral,,Godrej Riverine,Contacted,3,Yes,EXEC25
LEAD05785,CUST03882,2025-05-25,MagicBricks,,Godrej Riverine,Not Interested / Lost,3,Yes,EXEC22
LEAD05786,CUST03883,2026-08-16,Google Search,,Godrej Riverine,Converted,9,Partial,EXEC22
LEAD05787,CUST03883,2026-12-31,Instagram,CAMP067,Godrej Riverine,Qualified,1,Partial,EXEC05
LEAD05788,CUST03884,2026-10-23,Housing.com,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC27
LEAD05789,CUST03885,2024-02-17,Metro Branding,CAMP076,Godrej Riverine,Contacted,7,Yes,EXEC03
LEAD05790,CUST03886,2025-12-29,MagicBricks,,Godrej Riverine,Contacted,5,Partial,EXEC24
LEAD05791,CUST03886,2026-05-14,LinkedIn,CAMP102,Godrej Riverine,Qualified,4,Partial,EXEC05
LEAD05792,CUST03886,2026-08-14,Facebook,CAMP061,Godrej Riverine,Converted,9,Partial,EXEC09
LEAD05793,CUST03887,2026-07-17,Walk-In,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC10
LEAD05794,CUST03887,2026-12-31,Housing.com,,Godrej Riverine,Not Interested / Lost,6,Partial,EXEC07
LEAD05795,CUST03888,2025-06-13,Instagram,CAMP143,Godrej Riverine,New,2,Yes,EXEC13
LEAD05796,CUST03888,2026-03-20,Instagram,CAMP065,Godrej Riverine,New,3,Yes,EXEC21
LEAD05797,CUST03888,2026-12-31,Channel Partner,,Godrej Riverine,Not Interested / Lost,2,Yes,EXEC27
LEAD05798,CUST03889,2025-12-01,Google Search,,Godrej Riverine,Not Interested / Lost,5,Yes,EXEC21
LEAD05799,CUST03889,2026-06-29,Facebook,CAMP026,Godrej Riverine,Site Visit Scheduled,9,Yes,EXEC22
LEAD05800,CUST03890,2026-03-24,LinkedIn,CAMP108,Godrej Riverine,Not Interested / Lost,3,Partial,EXEC20
LEAD05801,CUST03890,2026-10-26,Google Ads,CAMP040,Godrej Riverine,Site Visit Scheduled,5,Yes,EXEC08
LEAD05802,CUST03891,2024-04-21,LinkedIn,CAMP074,Godrej Riverine,Not Interested / Lost,6,Yes,EXEC30
LEAD05803,CUST03891,2024-06-24,Google Ads,CAMP129,Godrej Riverine,New,4,Yes,EXEC18
LEAD05804,CUST03892,2026-06-09,Referral,,Godrej Riverine,Contacted,3,Partial,EXEC18
LEAD05805,CUST03893,2024-05-18,LinkedIn,CAMP108,Godrej Riverine,New,4,No,EXEC04
LEAD05806,CUST03893,2025-01-30,Referral,,Godrej Riverine,Not Interested / Lost,1,Partial,EXEC07
LEAD05807,CUST03893,2025-07-12,Channel Partner,,Godrej Riverine,Qualified,6,Partial,EXEC06
LEAD05808,CUST03894,2024-03-08,Google Ads,CAMP053,Godrej Riverine,New,5,No,EXEC27
LEAD05809,CUST03895,2024-12-18,Walk-In,,Godrej Riverine,New,7,Partial,EXEC05
LEAD05810,CUST03895,2025-06-06,Channel Partner,,Godrej Riverine,New,3,Yes,EXEC07
LEAD05811,CUST03896,2026-03-14,Google Ads,CAMP041,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC07
LEAD05812,CUST03897,2026-01-16,99acres,,Godrej Riverine,Converted,7,Partial,EXEC29
LEAD05813,CUST03898,2026-11-22,99acres,,Godrej Riverine,Site Visit Scheduled,5,Partial,EXEC04
LEAD05814,CUST03898,2026-12-31,Google Search,,Godrej Riverine,Qualified,6,No,EXEC09
LEAD05815,CUST03898,2026-12-31,99acres,,Godrej Riverine,Contacted,3,Partial,EXEC16
LEAD05816,CUST03899,2025-12-04,Google Ads,CAMP036,Godrej Riverine,Site Visit Scheduled,6,Partial,EXEC07
LEAD05817,CUST03899,2026-02-22,Google Ads,CAMP041,Godrej Riverine,Qualified,7,No,EXEC06
LEAD05818,CUST03900,2026-08-31,Google Search,,Godrej Riverine,Contacted,8,Yes,EXEC27
LEAD05819,CUST03901,2024-09-15,Facebook,CAMP107,Godrej Riverine,Contacted,6,Yes,EXEC21
LEAD05820,CUST03902,2026-04-26,Google Search,,Godrej Riverine,Contacted,2,Partial,EXEC05
LEAD05821,CUST03903,2025-06-03,Google Ads,CAMP075,Godrej Riverine,Qualified,5,Yes,EXEC15
