Survey_ID,Lead_ID,Trust_Score,FOMO_Score,Luxury_Score,Investment_Score,Price_Sensitivity,Transparency_Rating,Booking_Decision
SURV04120,LEAD06990,8,4,5,2,7,7,Yes
SURV04121,LEAD06992,4,7,5,6,7,5,No
SURV04122,LEAD06993,4,4,4,5,6,3,No
SURV04123,LEAD06995,6,5,3,8,6,7,No
SURV04124,LEAD06995,6,7,3,7,7,7,Yes
SURV04125,LEAD06996,10,6,3,9,6,9,Yes
SURV04126,LEAD06996,10,6,2,8,5,10,Yes
SURV04127,LEAD06997,9,6,2,6,7,8,No
SURV04128,LEAD06998,5,6,2,5,7,5,No
SURV04129,LEAD06999,8,6,7,9,5,7,Yes
SURV04130,LEAD06999,8,8,6,9,5,8,Yes
SURV04131,LEAD06999,7,5,4,7,8,7,No
SURV04132,LEAD07001,7,4,4,6,5,8,No
SURV04133,LEAD07003,6,3,4,7,6,7,No
SURV04134,LEAD07005,7,4,3,9,5,7,No
SURV04135,LEAD07006,4,7,7,4,5,4,No
SURV04136,LEAD07008,6,4,3,5,7,5,No
SURV04137,LEAD07008,4,5,5,3,5,3,No
SURV04138,LEAD07010,6,6,4,4,3,6,No
SURV04139,LEAD07010,7,7,5,3,8,7,No
SURV04140,LEAD07010,5,6,4,3,6,6,No
SURV04141,LEAD07014,4,5,3,4,7,4,No
SURV04142,LEAD07014,5,6,2,3,7,6,No
SURV04143,LEAD07014,7,6,4,2,6,7,No
SURV04144,LEAD07015,7,7,5,3,7,6,No
SURV04145,LEAD07021,6,7,3,9,6,6,No
SURV04146,LEAD07021,8,6,3,7,5,7,No
SURV04147,LEAD07022,7,4,3,5,3,8,Yes
SURV04148,LEAD07024,5,6,1,1,6,4,No
SURV04149,LEAD07024,6,4,5,4,7,6,No
SURV04150,LEAD07028,6,6,6,1,6,6,No
SURV04151,LEAD07028,8,4,10,3,3,7,No
SURV04152,LEAD07030,5,2,3,7,7,4,No
SURV04153,LEAD07031,7,8,2,9,6,6,No
SURV04154,LEAD07033,5,5,2,10,6,6,No
SURV04155,LEAD07036,8,3,2,7,4,8,No
SURV04156,LEAD07036,7,7,3,5,6,9,Yes
SURV04157,LEAD07037,5,6,5,8,6,5,Yes
SURV04158,LEAD07037,7,7,2,10,7,7,Yes
SURV04159,LEAD07037,8,7,4,8,5,7,Yes
SURV04160,LEAD07039,6,5,3,9,4,8,No
SURV04161,LEAD07039,5,5,4,7,6,8,No
SURV04162,LEAD07043,4,6,1,10,7,3,No
SURV04163,LEAD07043,6,5,1,9,3,6,No
SURV04164,LEAD07044,9,7,5,8,5,10,Yes
SURV04165,LEAD07046,5,3,2,7,6,5,No
SURV04166,LEAD07046,6,6,3,8,3,6,Yes
SURV04167,LEAD07046,4,6,1,7,9,3,No
SURV04168,LEAD07047,5,3,2,6,5,4,No
SURV04169,LEAD07050,8,6,3,10,5,9,No
SURV04170,LEAD07052,4,5,3,4,5,6,No
SURV04171,LEAD07060,8,4,2,4,7,8,Yes
SURV04172,LEAD07060,8,9,2,7,6,8,No
SURV04173,LEAD07061,7,4,1,5,7,8,No
SURV04174,LEAD07063,6,5,4,4,5,4,No
SURV04175,LEAD07067,8,10,5,3,4,8,Yes
SURV04176,LEAD07067,9,8,2,2,4,10,Yes
SURV04177,LEAD07069,9,4,3,7,6,8,Yes
SURV04178,LEAD07069,8,5,1,5,3,6,No
SURV04179,LEAD07073,8,7,5,9,4,8,Yes
SURV04180,LEAD07075,6,4,1,5,2,7,No
SURV04181,LEAD07076,7,5,5,2,5,7,No
SURV04182,LEAD07076,4,5,3,5,6,5,No
SURV04183,LEAD07078,6,6,2,8,5,5,Yes
SURV04184,LEAD07080,8,8,1,4,4,10,No
SURV04185,LEAD07080,10,9,3,3,5,10,Yes
SURV04186,LEAD07080,9,8,3,3,5,9,Yes
SURV04187,LEAD07084,10,6,7,4,4,10,Yes
SURV04188,LEAD07084,6,8,6,3,7,6,Yes
SURV04189,LEAD07085,9,7,1,10,6,8,No
SURV04190,LEAD07087,8,8,3,5,4,8,Yes
SURV04191,LEAD07087,8,8,4,6,5,9,Yes
SURV04192,LEAD07089,10,6,5,8,6,10,Yes
SURV04193,LEAD07089,10,9,4,6,4,10,Yes
SURV04194,LEAD07089,9,9,4,7,4,9,Yes
SURV04195,LEAD07090,6,6,1,3,6,6,No
SURV04196,LEAD07091,6,5,4,5,6,7,No
SURV04197,LEAD07092,4,3,6,2,6,4,No
SURV04198,LEAD07093,9,9,1,8,7,9,Yes
SURV04199,LEAD07093,9,8,2,9,5,10,Yes
SURV04200,LEAD07095,7,4,5,6,6,7,No
SURV04201,LEAD07096,6,5,5,4,6,5,No
SURV04202,LEAD07097,7,5,5,6,7,7,No
SURV04203,LEAD07098,9,8,3,2,8,10,No
SURV04204,LEAD07098,8,7,1,5,6,10,No
SURV04205,LEAD07099,5,5,2,2,9,5,No
SURV04206,LEAD07102,5,4,1,3,6,5,No
SURV04207,LEAD07102,5,4,2,1,7,6,No
SURV04208,LEAD07102,5,6,2,5,6,5,No
SURV04209,LEAD07106,7,5,2,5,6,6,No
SURV04210,LEAD07107,7,7,4,4,8,6,No
SURV04211,LEAD07107,6,7,4,3,7,6,No
SURV04212,LEAD07109,6,5,4,3,7,7,No
SURV04213,LEAD07111,9,9,8,10,7,9,No
SURV04214,LEAD07112,9,4,6,9,3,8,Yes
SURV04215,LEAD07112,6,5,7,7,4,7,No
SURV04216,LEAD07112,7,5,7,8,6,5,Yes
SURV04217,LEAD07114,5,5,8,7,6,4,No
SURV04218,LEAD07114,5,3,8,7,6,4,No
SURV04219,LEAD07115,9,9,3,5,7,8,No
SURV04220,LEAD07115,9,10,3,6,6,9,Yes
SURV04221,LEAD07116,6,5,3,5,6,6,No
SURV04222,LEAD07116,7,6,4,10,4,6,Yes
SURV04223,LEAD07119,10,7,5,6,7,10,Yes
SURV04224,LEAD07121,8,6,6,4,5,8,No
SURV04225,LEAD07124,7,6,4,8,6,8,No
SURV04226,LEAD07124,7,7,2,8,5,7,No
SURV04227,LEAD07124,8,9,2,7,4,7,Yes
SURV04228,LEAD07125,8,4,1,9,8,9,No
SURV04229,LEAD07126,4,3,1,9,7,3,No
SURV04230,LEAD07126,5,4,5,8,9,4,No
SURV04231,LEAD07128,4,4,2,10,5,5,No
SURV04232,LEAD07129,8,6,4,6,5,8,No
SURV04233,LEAD07133,7,8,3,9,8,7,No
SURV04234,LEAD07133,9,7,2,7,6,9,Yes
SURV04235,LEAD07135,4,5,5,2,6,5,No
SURV04236,LEAD07138,4,3,3,6,7,3,No
SURV04237,LEAD07140,5,4,2,6,9,4,No
SURV04238,LEAD07143,5,6,3,3,6,4,No
SURV04239,LEAD07143,4,5,3,4,6,3,No
SURV04240,LEAD07148,8,9,7,8,2,8,No
SURV04241,LEAD07148,5,7,8,6,2,5,No
SURV04242,LEAD07150,8,6,3,10,6,6,No
SURV04243,LEAD07151,5,8,7,4,6,5,No
SURV04244,LEAD07153,6,5,4,5,7,6,No
SURV04245,LEAD07154,5,6,3,7,3,3,No
SURV04246,LEAD07160,5,5,3,8,5,6,No
SURV04247,LEAD07165,4,5,6,5,8,2,No
SURV04248,LEAD07166,4,4,6,2,5,4,No
SURV04249,LEAD07166,8,3,3,2,3,5,No
SURV04250,LEAD07172,6,5,2,3,6,7,No
SURV04251,LEAD07172,6,8,8,2,4,6,Yes
SURV04252,LEAD07172,5,4,1,4,5,4,No
SURV04253,LEAD07176,6,4,2,5,6,7,No
SURV04254,LEAD07177,5,6,4,1,5,4,No
SURV04255,LEAD07180,10,7,1,3,7,10,Yes
SURV04256,LEAD07180,10,10,4,3,5,10,Yes
SURV04257,LEAD07180,10,7,3,6,5,10,Yes
SURV04258,LEAD07181,8,5,3,4,5,9,No
SURV04259,LEAD07183,4,6,3,3,4,4,No
SURV04260,LEAD07184,9,5,4,1,7,9,No
SURV04261,LEAD07186,5,5,4,8,4,5,No
SURV04262,LEAD07187,4,5,1,3,5,4,No
SURV04263,LEAD07189,8,8,6,3,4,8,No
SURV04264,LEAD07189,8,8,5,3,7,7,No
SURV04265,LEAD07189,10,8,7,5,4,10,No
SURV04266,LEAD07193,7,5,1,8,4,6,No
SURV04267,LEAD07197,4,5,4,1,5,5,No
SURV04268,LEAD07201,9,8,3,6,5,8,Yes
SURV04269,LEAD07201,10,5,5,6,4,10,Yes
SURV04270,LEAD07202,6,5,3,5,7,6,No
SURV04271,LEAD07202,8,5,2,2,6,6,No
SURV04272,LEAD07208,6,5,5,9,6,5,No
SURV04273,LEAD07212,7,6,4,3,6,7,No
SURV04274,LEAD07215,9,8,1,6,5,9,Yes
SURV04275,LEAD07218,10,7,3,7,5,8,No
SURV04276,LEAD07218,6,9,2,2,5,6,Yes
SURV04277,LEAD07222,6,6,4,7,8,5,No
SURV04278,LEAD07224,9,7,2,4,7,9,No
SURV04279,LEAD07224,10,9,3,4,3,10,No
SURV04280,LEAD07226,3,5,7,8,6,2,No
SURV04281,LEAD07226,7,2,6,9,6,7,No
SURV04282,LEAD07228,4,5,5,6,4,5,No
SURV04283,LEAD07229,5,5,3,6,5,6,No
SURV04284,LEAD07231,5,4,5,6,7,5,No
SURV04285,LEAD07232,9,9,1,2,4,9,Yes
SURV04286,LEAD07232,10,9,2,4,7,9,Yes
SURV04287,LEAD07232,8,6,6,5,5,9,No
SURV04288,LEAD07234,6,7,4,4,5,7,Yes
SURV04289,LEAD07234,6,7,5,4,8,4,No
SURV04290,LEAD07235,4,4,3,10,6,4,No
SURV04291,LEAD07236,9,8,3,7,4,10,No
SURV04292,LEAD07237,8,6,4,6,7,7,No
SURV04293,LEAD07240,10,8,7,8,6,9,Yes
SURV04294,LEAD07243,9,3,1,8,4,10,No
SURV04295,LEAD07243,6,5,5,5,7,7,No
SURV04296,LEAD07247,7,9,1,2,6,6,Yes
SURV04297,LEAD07248,7,5,7,4,6,7,No
SURV04298,LEAD07248,7,6,5,2,4,5,No
SURV04299,LEAD07250,6,7,9,4,6,5,No
SURV04300,LEAD07256,6,6,4,4,6,7,No
SURV04301,LEAD07265,5,5,3,7,5,5,No
SURV04302,LEAD07265,6,9,3,6,7,5,No
SURV04303,LEAD07267,7,6,3,4,5,8,No
SURV04304,LEAD07271,7,6,4,5,6,6,No
SURV04305,LEAD07277,8,4,6,5,6,9,No
SURV04306,LEAD07278,5,5,1,6,4,6,No
SURV04307,LEAD07280,6,7,2,8,4,7,Yes
SURV04308,LEAD07283,6,5,2,6,5,7,No
SURV04309,LEAD07286,9,7,2,7,7,8,Yes
SURV04310,LEAD07287,7,8,5,7,4,6,No
SURV04311,LEAD07292,10,7,5,6,7,10,Yes
SURV04312,LEAD07292,8,6,3,8,6,9,No
SURV04313,LEAD07295,8,8,4,7,4,9,No
SURV04314,LEAD07295,6,5,2,5,5,6,No
SURV04315,LEAD07296,9,7,4,5,6,9,Yes
SURV04316,LEAD07300,5,6,2,7,6,4,No
SURV04317,LEAD07301,7,6,4,7,7,8,No
SURV04318,LEAD07301,5,5,2,7,3,6,No
SURV04319,LEAD07303,6,6,1,7,5,7,No
SURV04320,LEAD07303,5,6,4,10,7,5,No
SURV04321,LEAD07306,6,3,3,7,5,7,No
SURV04322,LEAD07307,5,6,4,5,6,4,No
SURV04323,LEAD07313,8,7,2,7,7,7,Yes
SURV04324,LEAD07313,6,7,2,5,7,6,No
SURV04325,LEAD07313,8,6,1,6,7,8,No
SURV04326,LEAD07318,8,9,4,7,6,7,Yes
SURV04327,LEAD07318,7,8,4,3,5,9,Yes
SURV04328,LEAD07319,8,7,3,5,7,9,No
SURV04329,LEAD07319,8,8,1,8,7,7,No
SURV04330,LEAD07325,8,8,3,3,7,7,Yes
SURV04331,LEAD07325,8,6,4,4,5,9,Yes
SURV04332,LEAD07329,5,5,6,6,3,6,No
SURV04333,LEAD07329,8,7,3,10,5,8,No
SURV04334,LEAD07329,7,6,6,6,7,8,No
SURV04335,LEAD07330,7,6,2,3,5,7,No
SURV04336,LEAD07332,7,4,1,7,7,8,No
SURV04337,LEAD07333,5,5,7,7,6,4,No
SURV04338,LEAD07334,9,8,1,9,5,10,Yes
SURV04339,LEAD07334,10,3,6,8,5,9,Yes
SURV04340,LEAD07334,10,6,6,7,4,10,Yes
SURV04341,LEAD07335,7,7,2,9,7,6,No
SURV04342,LEAD07336,5,5,3,8,6,5,No
SURV04343,LEAD07337,7,5,5,3,6,7,No
SURV04344,LEAD07341,7,5,1,9,5,5,Yes
SURV04345,LEAD07341,6,5,1,9,6,5,No
SURV04346,LEAD07342,6,6,4,9,5,6,Yes
SURV04347,LEAD07342,8,10,1,7,8,10,Yes
SURV04348,LEAD07344,7,8,4,3,6,8,Yes
SURV04349,LEAD07346,10,6,3,7,6,10,Yes
SURV04350,LEAD07346,10,8,4,3,6,8,Yes
SURV04351,LEAD07349,5,6,3,3,4,4,No
SURV04352,LEAD07350,8,3,4,6,5,8,No
SURV04353,LEAD07352,4,3,7,10,5,5,No
SURV04354,LEAD07354,7,8,6,4,3,6,No
SURV04355,LEAD07361,8,6,3,2,3,8,Yes
SURV04356,LEAD07361,4,6,1,5,6,4,No
SURV04357,LEAD07365,5,7,2,7,7,4,No
SURV04358,LEAD07368,10,7,3,4,6,10,No
SURV04359,LEAD07370,4,4,2,1,10,3,No
SURV04360,LEAD07370,7,5,1,4,8,7,No
SURV04361,LEAD07373,5,5,5,7,4,5,No
SURV04362,LEAD07373,6,8,5,6,8,6,No
SURV04363,LEAD07374,6,4,4,7,4,7,No
SURV04364,LEAD07377,8,7,3,5,8,9,No
SURV04365,LEAD07377,9,9,4,5,4,9,Yes
SURV04366,LEAD07379,9,7,3,7,6,10,Yes
SURV04367,LEAD07379,7,9,4,10,7,7,Yes
SURV04368,LEAD07379,8,8,3,7,3,9,Yes
SURV04369,LEAD07380,6,6,5,4,7,8,No
SURV04370,LEAD07380,5,2,7,3,4,6,No
SURV04371,LEAD07384,5,5,5,3,7,5,No
SURV04372,LEAD07386,7,6,4,5,3,6,No
SURV04373,LEAD07386,7,6,3,5,4,6,No
SURV04374,LEAD07394,7,6,1,5,3,7,No
SURV04375,LEAD07396,7,5,5,5,5,7,No
SURV04376,LEAD07396,6,7,5,4,4,6,No
SURV04377,LEAD07397,6,4,6,7,4,7,No
SURV04378,LEAD07397,8,5,5,5,5,9,No
SURV04379,LEAD07397,8,4,6,5,5,7,No
SURV04380,LEAD07399,6,4,3,6,5,5,No
SURV04381,LEAD07399,3,2,4,7,7,2,No
SURV04382,LEAD07402,7,8,2,2,6,7,No
SURV04383,LEAD07402,7,5,3,5,7,8,No
SURV04384,LEAD07405,9,7,3,9,6,8,No
SURV04385,LEAD07405,10,7,4,6,6,9,No
SURV04386,LEAD07407,6,6,3,4,9,6,No
SURV04387,LEAD07407,10,4,3,5,4,8,No
SURV04388,LEAD07410,4,4,2,5,7,4,No
SURV04389,LEAD07414,7,5,5,5,6,7,No
SURV04390,LEAD07416,7,4,3,3,8,7,No
SURV04391,LEAD07417,7,7,5,10,5,10,No
SURV04392,LEAD07418,5,6,5,9,6,5,No
SURV04393,LEAD07425,7,5,3,2,5,7,No
SURV04394,LEAD07428,6,6,1,10,5,5,No
SURV04395,LEAD07430,7,3,5,4,4,6,No
SURV04396,LEAD07431,9,7,6,9,6,9,No
SURV04397,LEAD07431,6,6,3,8,6,5,No
SURV04398,LEAD07432,5,9,3,1,5,3,No
SURV04399,LEAD07436,5,7,3,4,5,6,Yes
SURV04400,LEAD07436,9,7,4,4,4,10,Yes
SURV04401,LEAD07437,8,8,3,5,6,9,No
SURV04402,LEAD07441,5,6,4,3,5,6,No
SURV04403,LEAD07442,8,7,6,8,5,9,Yes
SURV04404,LEAD07447,8,5,3,4,6,6,Yes
SURV04405,LEAD07447,10,7,3,2,7,10,Yes
SURV04406,LEAD07454,6,2,4,4,6,6,No
SURV04407,LEAD07457,5,6,2,4,7,5,No
SURV04408,LEAD07457,7,6,4,6,7,9,No
SURV04409,LEAD07458,9,7,2,9,9,9,Yes
SURV04410,LEAD07458,10,8,1,10,7,10,No
SURV04411,LEAD07458,7,5,2,8,6,6,Yes
SURV04412,LEAD07461,9,10,2,10,7,9,Yes
SURV04413,LEAD07461,8,5,5,9,5,8,Yes
SURV04414,LEAD07464,5,5,6,5,4,4,No
SURV04415,LEAD07468,8,5,4,10,6,8,No
SURV04416,LEAD07473,8,7,3,2,4,7,No
SURV04417,LEAD07477,6,4,3,4,7,6,No
SURV04418,LEAD07480,8,8,1,9,6,8,No
SURV04419,LEAD07483,6,7,5,8,5,5,No
SURV04420,LEAD07484,5,5,1,7,6,4,Yes
SURV04421,LEAD07488,6,3,5,4,8,8,No
SURV04422,LEAD07489,7,5,2,1,7,6,No
SURV04423,LEAD07492,7,8,3,3,6,7,No
SURV04424,LEAD07493,6,3,7,8,5,4,No
SURV04425,LEAD07500,8,6,3,5,5,6,No
SURV04426,LEAD07503,6,5,3,2,6,6,No
SURV04427,LEAD07503,7,5,1,1,5,7,No
SURV04428,LEAD07504,3,5,1,7,4,5,No
SURV04429,LEAD07509,5,5,3,5,5,5,No
SURV04430,LEAD07511,6,7,3,2,6,6,No
SURV04431,LEAD07515,4,8,6,6,5,3,Yes
SURV04432,LEAD07517,5,6,5,2,5,6,No
SURV04433,LEAD07525,8,4,1,4,5,8,No
SURV04434,LEAD07527,7,4,5,7,5,8,No
SURV04435,LEAD07527,4,5,5,6,7,4,No
SURV04436,LEAD07528,5,6,1,6,4,6,Yes
SURV04437,LEAD07534,7,6,5,6,4,5,No
SURV04438,LEAD07536,7,5,3,2,5,7,No
SURV04439,LEAD07537,6,6,4,6,8,7,No
SURV04440,LEAD07538,4,4,4,3,6,5,No
SURV04441,LEAD07538,5,4,4,4,5,4,No
SURV04442,LEAD07539,7,6,1,9,6,7,No
SURV04443,LEAD07539,6,7,1,10,6,5,No
SURV04444,LEAD07539,9,4,4,7,5,9,No
SURV04445,LEAD07541,8,5,5,10,6,7,No
SURV04446,LEAD07543,7,6,5,5,6,7,No
SURV04447,LEAD07543,6,3,4,3,6,7,No
SURV04448,LEAD07543,6,5,4,1,5,6,No
SURV04449,LEAD07544,6,5,2,9,7,8,Yes
SURV04450,LEAD07546,5,6,2,1,6,4,No
SURV04451,LEAD07546,7,3,4,5,6,6,No
SURV04452,LEAD07546,5,3,4,4,5,5,Yes
SURV04453,LEAD07550,4,3,2,3,7,3,No
SURV04454,LEAD07556,6,4,4,4,6,7,No
SURV04455,LEAD07556,6,5,5,3,5,6,No
SURV04456,LEAD07558,9,6,1,2,5,9,Yes
SURV04457,LEAD07562,6,5,4,7,6,6,No
SURV04458,LEAD07563,7,5,6,7,4,6,No
SURV04459,LEAD07564,6,5,10,7,6,6,No
SURV04460,LEAD07565,10,4,5,6,6,10,No
SURV04461,LEAD07565,8,4,4,6,7,9,No
SURV04462,LEAD07566,6,6,5,8,4,5,No
SURV04463,LEAD07569,7,6,3,8,7,7,No
SURV04464,LEAD07570,9,8,4,8,5,8,Yes
SURV04465,LEAD07572,10,5,5,8,5,10,Yes
SURV04466,LEAD07574,8,9,6,3,5,8,Yes
SURV04467,LEAD07578,6,5,2,10,4,6,No
SURV04468,LEAD07579,6,6,6,4,5,6,No
SURV04469,LEAD07581,7,8,4,7,5,7,No
SURV04470,LEAD07581,7,5,1,6,8,5,No
SURV04471,LEAD07586,5,4,7,2,4,4,No
SURV04472,LEAD07589,4,6,1,5,8,2,No
SURV04473,LEAD07590,9,7,5,6,7,10,No
SURV04474,LEAD07594,6,5,1,8,7,5,No
SURV04475,LEAD07594,5,5,1,8,6,4,No
SURV04476,LEAD07597,9,7,3,3,5,8,No
SURV04477,LEAD07597,6,8,3,2,4,4,No
SURV04478,LEAD07598,4,2,2,8,6,5,No
SURV04479,LEAD07602,6,8,1,4,5,7,No
SURV04480,LEAD07603,8,6,6,5,7,8,No
SURV04481,LEAD07603,6,6,5,4,6,7,No
SURV04482,LEAD07607,7,6,1,4,8,7,No
SURV04483,LEAD07610,8,10,6,9,3,7,Yes
SURV04484,LEAD07611,7,3,1,10,7,9,No
SURV04485,LEAD07612,6,4,2,10,5,5,No
SURV04486,LEAD07613,6,3,4,5,5,5,No
SURV04487,LEAD07614,6,3,5,3,5,7,No
SURV04488,LEAD07614,6,5,3,4,5,6,No
SURV04489,LEAD07614,5,4,4,5,5,7,No
SURV04490,LEAD07616,9,8,4,5,5,7,Yes
SURV04491,LEAD07616,9,10,4,3,7,9,No
SURV04492,LEAD07617,5,3,2,4,6,6,Yes
SURV04493,LEAD07617,7,5,4,9,7,8,Yes
SURV04494,LEAD07617,4,4,5,7,6,4,No
SURV04495,LEAD07618,10,7,5,1,5,10,Yes
SURV04496,LEAD07618,9,6,3,3,4,8,Yes
SURV04497,LEAD07619,6,5,6,4,6,6,No
SURV04498,LEAD07619,6,2,5,3,6,6,No
SURV04499,LEAD07620,10,5,2,2,4,10,Yes
SURV04500,LEAD07623,8,5,5,7,6,10,No
SURV04501,LEAD07624,8,7,2,7,6,8,No
SURV04502,LEAD07624,7,6,3,9,5,7,No
SURV04503,LEAD07625,6,7,3,8,6,7,No
SURV04504,LEAD07625,6,4,4,8,5,5,No
SURV04505,LEAD07626,5,2,6,3,5,4,No
SURV04506,LEAD07626,4,4,5,3,4,6,No
SURV04507,LEAD07627,5,8,4,4,4,4,No
SURV04508,LEAD07631,8,5,3,5,6,8,No
SURV04509,LEAD07632,10,7,6,5,6,10,Yes
SURV04510,LEAD07632,8,7,8,7,4,8,Yes
SURV04511,LEAD07632,8,8,7,6,4,8,No
SURV04512,LEAD07634,7,5,2,4,5,7,No
SURV04513,LEAD07638,8,6,4,4,6,7,Yes
SURV04514,LEAD07639,9,8,3,9,6,8,Yes
SURV04515,LEAD07640,8,7,2,6,7,8,No
SURV04516,LEAD07641,9,5,3,6,5,9,Yes
SURV04517,LEAD07643,7,7,4,9,5,7,No
SURV04518,LEAD07646,5,7,3,4,5,6,No
SURV04519,LEAD07649,9,7,2,9,7,8,Yes
SURV04520,LEAD07649,9,3,1,10,7,9,No
SURV04521,LEAD07650,5,7,2,7,5,6,No
SURV04522,LEAD07650,4,7,3,8,8,4,No
SURV04523,LEAD07651,5,8,4,4,6,5,No
SURV04524,LEAD07653,8,7,6,5,4,8,No
SURV04525,LEAD07654,6,6,5,5,6,8,No
SURV04526,LEAD07655,5,7,3,5,9,6,No
SURV04527,LEAD07656,6,7,3,7,5,6,No
SURV04528,LEAD07658,7,5,4,8,4,6,No
SURV04529,LEAD07658,8,5,5,6,6,8,No
SURV04530,LEAD07660,7,5,5,8,7,7,No
SURV04531,LEAD07661,5,6,5,6,4,4,No
SURV04532,LEAD07661,7,4,5,7,6,6,No
SURV04533,LEAD07666,6,5,5,3,6,6,Yes
SURV04534,LEAD07670,10,7,3,2,7,10,Yes
SURV04535,LEAD07670,9,7,3,2,7,9,Yes
SURV04536,LEAD07675,4,2,7,7,3,5,Yes
SURV04537,LEAD07675,4,5,5,5,6,5,No
SURV04538,LEAD07676,5,5,4,6,4,4,No
SURV04539,LEAD07677,10,6,3,3,6,10,No
SURV04540,LEAD07677,6,7,5,3,9,7,No
SURV04541,LEAD07680,4,5,2,6,5,5,No
SURV04542,LEAD07680,5,5,3,6,7,6,No
SURV04543,LEAD07681,5,5,2,6,8,5,No
SURV04544,LEAD07684,4,5,9,9,6,4,No
SURV04545,LEAD07691,7,7,5,4,4,8,No
SURV04546,LEAD07691,8,8,2,2,3,8,Yes
SURV04547,LEAD07692,7,5,1,10,7,6,No
SURV04548,LEAD07693,6,3,5,5,3,5,Yes
SURV04549,LEAD07696,6,4,7,8,6,5,No
SURV04550,LEAD07698,7,7,5,5,7,8,No
SURV04551,LEAD07699,7,6,2,3,3,8,No
SURV04552,LEAD07701,6,9,4,5,5,5,No
SURV04553,LEAD07705,7,6,4,5,6,6,No
SURV04554,LEAD07706,8,6,5,3,6,8,No
SURV04555,LEAD07707,6,4,5,4,5,6,No
SURV04556,LEAD07709,5,4,3,8,7,6,No
SURV04557,LEAD07710,7,4,4,7,6,7,Yes
SURV04558,LEAD07712,5,6,4,4,7,4,No
SURV04559,LEAD07718,8,4,4,7,2,9,No
SURV04560,LEAD07718,6,7,3,8,5,6,No
SURV04561,LEAD07719,7,8,4,6,6,7,Yes
SURV04562,LEAD07719,8,8,3,6,3,9,Yes
SURV04563,LEAD07719,9,9,3,7,5,7,Yes
SURV04564,LEAD07720,6,7,3,6,6,5,No
SURV04565,LEAD07721,8,4,2,4,7,9,No
SURV04566,LEAD07724,5,6,6,3,7,8,No
SURV04567,LEAD07726,3,5,8,4,5,4,No
SURV04568,LEAD07728,9,7,4,9,6,8,Yes
SURV04569,LEAD07728,8,10,2,10,4,8,Yes
SURV04570,LEAD07729,6,8,5,3,6,4,No
SURV04571,LEAD07729,5,5,1,4,6,8,No
SURV04572,LEAD07730,8,5,4,6,6,8,No
SURV04573,LEAD07731,7,5,4,8,7,8,No
SURV04574,LEAD07731,6,5,4,5,6,4,No
SURV04575,LEAD07734,8,6,3,10,5,7,No
SURV04576,LEAD07737,7,10,2,3,7,7,Yes
SURV04577,LEAD07741,5,5,5,7,6,5,Yes
SURV04578,LEAD07741,6,5,5,8,6,7,No
SURV04579,LEAD07742,7,5,5,8,7,7,No
SURV04580,LEAD07745,6,6,5,4,5,7,No
SURV04581,LEAD07749,7,4,4,8,4,5,No
SURV04582,LEAD07751,5,6,3,6,6,5,Yes
SURV04583,LEAD07752,10,5,2,6,6,10,Yes
SURV04584,LEAD07752,6,7,3,7,5,6,No
SURV04585,LEAD07753,6,4,4,6,6,5,No
SURV04586,LEAD07754,5,5,5,9,4,6,No
SURV04587,LEAD07756,5,7,6,4,5,6,No
SURV04588,LEAD07760,3,3,4,6,7,3,No
SURV04589,LEAD07760,6,5,3,7,5,5,No
SURV04590,LEAD07761,5,4,2,4,5,4,No
SURV04591,LEAD07764,8,5,2,9,6,10,No
SURV04592,LEAD07767,7,8,6,7,3,6,No
SURV04593,LEAD07772,10,9,3,6,6,10,No
SURV04594,LEAD07772,9,8,4,5,3,9,Yes
SURV04595,LEAD07773,5,6,4,3,4,5,No
SURV04596,LEAD07774,5,8,3,7,7,5,No
SURV04597,LEAD07775,8,6,3,4,4,8,No
SURV04598,LEAD07775,8,8,5,5,6,7,Yes
SURV04599,LEAD07776,7,8,4,4,4,5,Yes
SURV04600,LEAD07776,10,6,4,3,5,10,No
SURV04601,LEAD07777,9,7,1,3,7,9,No
SURV04602,LEAD07779,7,5,3,9,7,7,No
SURV04603,LEAD07782,6,7,7,5,4,5,No
SURV04604,LEAD07786,7,3,3,4,4,6,No
SURV04605,LEAD07787,8,8,5,8,6,8,No
SURV04606,LEAD07787,7,5,1,10,7,6,No
SURV04607,LEAD07787,8,6,2,8,5,8,No
SURV04608,LEAD07788,5,4,1,6,7,6,No
SURV04609,LEAD07790,8,5,4,4,5,7,No
SURV04610,LEAD07792,8,6,3,6,7,9,No
SURV04611,LEAD07792,9,8,1,9,5,8,Yes
SURV04612,LEAD07792,8,8,3,5,4,7,Yes
SURV04613,LEAD07794,7,8,3,7,5,7,Yes
SURV04614,LEAD07795,8,8,4,3,5,7,Yes
SURV04615,LEAD07795,8,8,5,5,4,9,No
SURV04616,LEAD07802,7,6,3,3,2,6,Yes
SURV04617,LEAD07802,10,7,4,2,6,10,Yes
SURV04618,LEAD07802,8,7,3,1,2,9,Yes
SURV04619,LEAD07803,7,4,1,3,8,7,No
SURV04620,LEAD07804,5,5,5,4,6,5,No
SURV04621,LEAD07809,3,4,4,7,5,3,No
SURV04622,LEAD07809,8,5,1,9,6,8,No
SURV04623,LEAD07809,7,5,5,8,5,6,No
SURV04624,LEAD07811,7,5,8,10,5,10,No
SURV04625,LEAD07812,8,8,1,7,9,7,Yes
